ENSID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,RNAlater.v.LN
ENSAMXG00000014850,94.7310284180033,-1.21157240473162,0.254078956946501,-4.76848779329146,1.85613917331561e-06,6.74732855620602e-05,Down
ENSAMXG00000017603,71.082318459702,-1.59338600595598,0.334628826551212,-4.76165195442935,1.92014634972632e-06,6.9635801619604e-05,Down
ENSAMXG00000001542,395.87954509754,-1.03476897882307,0.217762699970725,-4.75181920026789,2.01594597014189e-06,7.29384395253449e-05,Down
ENSAMXG00000015615,344.168183484382,1.72985459218893,0.364082450908988,4.75127155365517,2.02141446093932e-06,7.29650142539992e-05,Up
ENSAMXG00000006973,51.7314599899099,-1.71937754216926,0.362046189648888,-4.74905575953365,2.04368594444604e-06,7.3596568835857e-05,Down
ENSAMXG00000002127,110.85214105833,-1.85429681873831,0.390836319249148,-4.74443322539901,2.09090935734856e-06,7.49469440111939e-05,Down
ENSAMXG00000017690,334.913724131715,-1.09528752607412,0.230844050829823,-4.74470761597211,2.08807718991512e-06,7.49469440111939e-05,Down
ENSAMXG00000021128,310.881013886058,0.68741279500416,0.145125595854567,4.73667509136726,2.1725304760957e-06,7.76919077217239e-05,Up
ENSAMXG00000006446,2551.03395227321,-1.81741545576497,0.38409651920535,-4.73166343585979,2.22687417148784e-06,7.94509527896808e-05,Down
ENSAMXG00000020463,118.188664758053,1.44764377027876,0.306095395338886,4.72938761027764,2.25198077341267e-06,8.01611539505991e-05,Up
ENSAMXG00000001180,57.7877725852294,-2.02712753912903,0.428731151469873,-4.72820211962479,2.26516639234339e-06,8.04447225926005e-05,Down
ENSAMXG00000006451,46.5681929050071,-2.95735721978218,0.625669911853918,-4.72670519031235,2.2819219173243e-06,8.08534770384354e-05,Down
ENSAMXG00000000594,68.7697631265643,-1.7044276888953,0.361051158956302,-4.72073734321286,2.34991226662998e-06,8.30715545081832e-05,Down
ENSAMXG00000021050,22.3838513693159,-4.28030557512413,0.906827864934564,-4.72008607215989,2.35744868368165e-06,8.3147269019646e-05,Down
ENSAMXG00000015833,32.9284889076476,8.74326319037385,1.85261173319554,4.71942557294113,2.36511558659821e-06,8.32272295347904e-05,Up
ENSAMXG00000001478,4222.46266831429,-0.902792139566822,0.191442635713726,-4.71573187550978,2.40843430118531e-06,8.455853732157e-05,Down
ENSAMXG00000002718,15.0420133759744,-4.67922674457708,0.992684211052756,-4.71371126132316,2.43245280680845e-06,8.52077161621331e-05,Down
ENSAMXG00000006774,58.7121588509884,-1.95140521788524,0.414591891319942,-4.70680989845828,2.51623351712265e-06,8.79426467106833e-05,Down
ENSAMXG00000003235,302.842618688993,1.1459875428614,0.243549999458848,4.70534816426897,2.53433067124354e-06,8.81752565143943e-05,Up
ENSAMXG00000015276,747.877059491479,0.950308088555715,0.201947635751752,4.70571534555571,2.52977303011972e-06,8.81752565143943e-05,Up
ENSAMXG00000011236,89.4246207188332,2.10570905720092,0.447582543877463,4.70462730507516,2.54330127890547e-06,8.82880689454279e-05,Up
ENSAMXG00000015828,10.5200523588765,-6.62825187153101,1.40934494324726,-4.70307280221897,2.56274986662739e-06,8.87632892007369e-05,Down
ENSAMXG00000000140,317.669626083871,-1.50167133018437,0.31944463084041,-4.70088142108918,2.59040913976959e-06,8.91204823019391e-05,Down
ENSAMXG00000009877,173.004554488923,-0.927510567185929,0.19727647546546,-4.70157713938031,2.58159699547566e-06,8.91204823019391e-05,Down
ENSAMXG00000010893,578.905549657478,0.779142963293624,0.165735180095957,4.70113202786829,2.58723156910342e-06,8.91204823019391e-05,Up
ENSAMXG00000005867,1127.67126430013,0.6282239353962,0.133700639667695,4.69873545076233,2.61777278733998e-06,8.98613184215393e-05,Up
ENSAMXG00000016216,78.8942049572822,-2.22104241881471,0.472742968423235,-4.69820297110431,2.62460536775501e-06,8.98956500737956e-05,Down
ENSAMXG00000003626,148.979983402908,-1.37718489132039,0.293277618158848,-4.69584041211922,2.65512783566739e-06,9.07394353240387e-05,Down
ENSAMXG00000016800,75.4538164822963,-2.04639211379502,0.436285881857056,-4.69048437938107,2.72559037706765e-06,9.29414258445657e-05,Down
ENSAMXG00000002219,732.439503770357,1.01738745173851,0.217111431059462,4.68601513413576,2.7857567327447e-06,9.4783374220296e-05,Up
ENSAMXG00000005658,163.051493140619,-1.19489289353621,0.255400765544103,-4.67850161290872,2.88978897894333e-06,9.81064262829374e-05,Down
ENSAMXG00000009614,1021.97920847458,1.06454171626796,0.227911577784449,4.67085405057731,2.99950007950351e-06,0.000101162570515071,Up
ENSAMXG00000012940,25.0253225332393,-3.4203349922867,0.732226248898856,-4.67114501485068,2.99525378733947e-06,0.000101162570515071,Down
ENSAMXG00000019185,1146.11460483409,1.19987211473901,0.25686819974889,4.67115865612007,2.9950548501424e-06,0.000101162570515071,Up
ENSAMXG00000021157,206.647018326137,1.25141333581125,0.268024748133227,4.66902159045853,3.02637576207608e-06,0.000101846134543403,Up
ENSAMXG00000016978,174.626222842275,1.38651774914183,0.297422770874833,4.66177402982143,3.13495294014506e-06,0.000105270217138248,Up
ENSAMXG00000002926,17.7075180963008,-6.212166581242,1.33378451458072,-4.65754888689409,3.19996450972947e-06,0.000107219680409696,Down
ENSAMXG00000006221,14.0848216258816,-4.91962592682574,1.05671599637374,-4.65558006475543,3.23069826749524e-06,0.000107780849343948,Down
ENSAMXG00000008653,233.10920064386,-1.41427993518565,0.303765788235698,-4.65582363109397,3.22688085257135e-06,0.000107780849343948,Down
ENSAMXG00000001550,190.885460414797,1.67605345990624,0.360299188575265,4.65183800866684,3.28989477677372e-06,0.000109518678605644,Up
ENSAMXG00000018911,1145.82848492156,0.877568980052152,0.188673011916321,4.65126925753094,3.29898256510894e-06,0.000109584522146604,Up
ENSAMXG00000011257,58.2600429305759,-1.70847849552197,0.367541980224853,-4.648390081799,3.34535811592833e-06,0.000110886031485599,Down
ENSAMXG00000013324,484.945701058002,0.958223280513293,0.206185065551023,4.64739421331256,3.36154383439357e-06,0.000111183423003236,Up
ENSAMXG00000001447,204.806557704342,-1.08051704219542,0.232730942367338,-4.64277345850277,3.43763206990143e-06,0.000113456580499766,Down
ENSAMXG00000007710,22.1308675390394,-2.47949104537288,0.5342880170321,-4.64073863970621,3.47165994047818e-06,0.000114334817655107,Down
ENSAMXG00000003679,107.909703464457,1.41838988972005,0.305777876552464,4.63862822815009,3.50729303437233e-06,0.000115262062982475,Up
ENSAMXG00000001990,57.0114113082855,-1.37145344061602,0.295771398413872,-4.63686971752743,3.53725207972142e-06,0.000115753007016446,Down
ENSAMXG00000007504,488.421481769502,-0.684076375519671,0.147521105122088,-4.63714242754305,3.53259000602549e-06,0.000115753007016446,Down
ENSAMXG00000011859,395.087254794563,1.07105963702663,0.23117835906147,4.63304455215828,3.60326956081938e-06,0.000117663546061248,Up
ENSAMXG00000005423,332.450758242912,0.733552442406847,0.158384960213509,4.63145264182905,3.63109060149525e-06,0.000118321351883396,Up
ENSAMXG00000006916,10.4283772477995,-6.62154883548842,1.43177790374607,-4.62470388610131,3.7513392773842e-06,0.000121981840258065,Down
ENSAMXG00000018309,1253.68984776023,1.04773642842055,0.226663223515735,4.62243681250664,3.7925835400467e-06,0.000123063347584715,Up
ENSAMXG00000002513,230.744562618437,-1.41274782947669,0.306214711983431,-4.61358574291208,3.95780880455672e-06,0.000128154846858472,Down
ENSAMXG00000024931,12.0070789232982,-3.38349037665201,0.733447357515335,-4.61313322896697,3.96643876401003e-06,0.000128165032850496,Down
ENSAMXG00000013660,63.1418335330266,-1.58310082109515,0.343580405513715,-4.60765746733469,4.07230784599049e-06,0.000131194940829815,Down
ENSAMXG00000014646,53.0417901261195,-2.08227021046288,0.451939802807964,-4.60740611365816,4.07723198971526e-06,0.000131194940829815,Down
ENSAMXG00000014798,109.883792589508,-1.13881682877824,0.24731736890367,-4.60467792386151,4.13104699013521e-06,0.000132649640122821,Down
ENSAMXG00000018691,107.567792232008,1.55369365830785,0.33748757638593,4.60370623104401,4.15037803026883e-06,0.000132993298504227,Up
ENSAMXG00000000961,611.584797783765,0.815079801813681,0.177153642845604,4.60097680590205,4.20514256235905e-06,0.000134468594011701,Up
ENSAMXG00000007850,14.0494248185211,-7.05140001306872,1.53309539275897,-4.59945287577897,4.23601999156419e-06,0.000135175519937845,Down
ENSAMXG00000012606,558.924693124692,1.36931953781185,0.297899537295302,4.5965816202476,4.29478779939248e-06,0.000136767694942224,Up
ENSAMXG00000016755,483.650707324904,0.876969427729253,0.190931793275576,4.59310318456762,4.36702994927711e-06,0.000138781510532388,Up
ENSAMXG00000008413,104.759874682115,1.71833083297546,0.374863010524912,4.58389007378807,4.56404241940818e-06,0.000144744003724976,Up
ENSAMXG00000008061,664.38020683993,-0.768619206359501,0.167815532368221,-4.580143420056,4.64657187516501e-06,0.000146757402278521,Down
ENSAMXG00000018612,9.86178250632615,-6.53595732748308,1.4269714376862,-4.58030003605466,4.64309356932179e-06,0.000146757402278521,Down
ENSAMXG00000019572,61.5517818580862,-2.23440523815082,0.48789200853624,-4.5797127213754,4.65615019546837e-06,0.000146759188062892,Down
ENSAMXG00000017680,11.5383701933975,-4.71953311107121,1.031377121229,-4.57595288273154,4.74057239721258e-06,0.000149115188486199,Down
ENSAMXG00000013595,278.451508612637,0.999957776964586,0.218586467564729,4.57465545834155,4.77004312633714e-06,0.000149736608363003,Up
ENSAMXG00000016902,357.377753017602,-1.22005377560023,0.266912996484837,-4.57097927664809,4.85450292864936e-06,0.000152078157803399,Down
ENSAMXG00000011488,113.079171175346,-1.07796722655842,0.235868702943793,-4.57020034071791,4.87258186685754e-06,0.000152334897188388,Down
ENSAMXG00000018606,100.464483238705,1.31795601626354,0.288492850469993,4.56841829569229,4.91418558778199e-06,0.000153324579887619,Up
ENSAMXG00000008852,9.74290368051916,-6.51776513008187,1.42766210514168,-4.5653415514836,4.98681739064236e-06,0.000155035438795074,Down
ENSAMXG00000025304,9.31465661974472,-6.45520440473796,1.41398892155447,-4.56524397492551,4.98913758790349e-06,0.000155035438795074,Down
ENSAMXG00000012997,597.147560457342,0.806348366546155,0.176650179897672,4.56466201740213,5.00299698840385e-06,0.000155153304994504,Up
ENSAMXG00000014345,53.1009025186625,-1.90655440347028,0.417839590033388,-4.56288597094864,5.04552211336673e-06,0.00015615789625165,Down
ENSAMXG00000010352,665.533039888326,0.969808075069593,0.212714115394798,4.55920883891333,5.134669119129e-06,0.000158598507280832,Up
ENSAMXG00000009189,257.396225868474,1.29783006563786,0.284833221179277,4.55645609126822,5.20239081607424e-06,0.000160368899296304,Up
ENSAMXG00000019664,360.896410424848,1.06007695900083,0.232807787967425,4.55344285625513,5.27750118208393e-06,0.000162359532374171,Up
ENSAMXG00000003504,36.2464449857023,-2.16511415562411,0.475633047616937,-4.55206837807418,5.3121063508675e-06,0.00016309859598789,Down
ENSAMXG00000006352,2622.78419603716,1.01760191008744,0.223702283725625,4.54891158525477,5.39240914633176e-06,0.000164907147167483,Up
ENSAMXG00000013540,384.232282154561,1.08302782958108,0.238080993233744,4.54898904305972,5.39042493248895e-06,0.000164907147167483,Up
ENSAMXG00000004301,77.8044975862997,1.78121662214181,0.391783022554738,4.54643647018408,5.45618289138337e-06,0.000166527023574043,Up
ENSAMXG00000010356,611.308806769086,-0.724195097375155,0.159471260121436,-4.54122640545818,5.5927930944442e-06,0.000170359130364957,Down
ENSAMXG00000005336,1945.08645119268,0.615084425755256,0.135544935931365,4.53786356184277,5.682700565774e-06,0.000172469901649854,Up
ENSAMXG00000016418,305.43417912952,1.28828413284605,0.283900725830567,4.5377979541162,5.68446830844908e-06,0.000172469901649854,Up
ENSAMXG00000015601,68.0157982352458,-1.47098502349399,0.324210342600514,-4.53713170189179,5.70244972966406e-06,0.000172675555369965,Down
ENSAMXG00000003265,108.687096072163,1.52037626029003,0.335150507101092,4.53639850776488,5.7223007629896e-06,0.000172936905215605,Up
ENSAMXG00000002197,308.8033789641,-0.832571835390835,0.183553863980202,-4.53584477786115,5.7373366742925e-06,0.00017305199640092,Down
ENSAMXG00000018090,76.4653595921393,-1.0902949740532,0.240696938002494,-4.52974177029999,5.90558210315899e-06,0.000177778783117167,Down
ENSAMXG00000007780,399.061959298428,0.890896653224977,0.196716775924959,4.528829069285,5.93114545477472e-06,0.000178200282445307,Up
ENSAMXG00000008868,70.5721820848152,-1.63898764539489,0.362028159205913,-4.52723801648445,5.97596181765193e-06,0.000178986108956453,Down
ENSAMXG00000010659,181.181629371534,0.89501970605501,0.197703679503202,4.52707662449203,5.98052592698199e-06,0.000178986108956453,Up
ENSAMXG00000011089,57.3845656269844,-1.54311016716311,0.340923581356755,-4.52626410007216,6.00355455520075e-06,0.000179327105347498,Down
ENSAMXG00000011788,566.203026426852,-0.870453536292099,0.19236188958174,-4.52508310343989,6.03717782054449e-06,0.000179982633942074,Down
ENSAMXG00000012336,57.2309742298084,-1.66386279117798,0.367927902077709,-4.5222522722035,6.1185075333469e-06,0.000182055128593583,Down
ENSAMXG00000006025,273.542959419665,1.2100841089611,0.267653657245228,4.52108191390192,6.15243733074181e-06,0.000182711977993687,Up
ENSAMXG00000008382,234.585633376281,-1.44295004887446,0.319203860962606,-4.52046552483118,6.1703793444235e-06,0.000182892416991537,Down
ENSAMXG00000011954,172.269339980564,0.972434982382063,0.215144944746199,4.51990625914646,6.18670191056906e-06,0.000183024254409983,Up
ENSAMXG00000000280,218.481694663978,-1.16682650515673,0.25821599808423,-4.51880020530763,6.21910461720364e-06,0.000183630382116781,Down
ENSAMXG00000016040,18.3673486036761,-3.91487559784667,0.866454352947143,-4.51827102550836,6.23466472362828e-06,0.000183737834388686,Down
ENSAMXG00000015798,155.441193182769,-1.14692554103456,0.253882806993826,-4.51753923243198,6.25624389958821e-06,0.00018402192218388,Down
ENSAMXG00000017300,213.855631841587,1.44002842345321,0.318919333000474,4.51533749900033,6.32160062453561e-06,0.000185237320201459,Up
ENSAMXG00000020798,911.624195419996,-1.54237800558824,0.341586173024802,-4.51534086385941,6.32150024470199e-06,0.000185237320201459,Down
ENSAMXG00000011324,1331.8065047247,1.39146655644825,0.308310501545229,4.51319870544247,6.38571422784948e-06,0.000186760936231203,Up
ENSAMXG00000018015,298.792725266598,1.31903708017546,0.292396607301691,4.51112306790378,6.44852917775886e-06,0.000188240871622722,Up
ENSAMXG00000003789,1451.91155630009,-0.630164553472635,0.139753953403541,-4.50910001560405,6.5103213599348e-06,0.000189556923980788,Down
ENSAMXG00000010406,16.7482369980856,-3.41702593724317,0.757849826226405,-4.50884307021316,6.51820993381027e-06,0.000189556923980788,Down
ENSAMXG00000014881,44.580709320127,-2.53875077279595,0.563541784201188,-4.50499118959669,6.63756963550282e-06,0.000192664521265546,Down
ENSAMXG00000024838,31.225568706508,-2.97973802016099,0.661647309940749,-4.50351414627201,6.68389164644189e-06,0.00019364440215528,Down
ENSAMXG00000001173,146.425896935097,-1.30570447438021,0.29003238498947,-4.5019264811673,6.73402770932839e-06,0.00019473089884405,Down
ENSAMXG00000014079,191.792007890067,-0.997000791995809,0.221671163656895,-4.49765668907201,6.87065228058541e-06,0.000198309669664163,Down
ENSAMXG00000012319,654.896920300274,-0.986040012341479,0.219335312209137,-4.49558259639144,6.93797194203205e-06,0.000199878432789794,Down
ENSAMXG00000008712,418.429173601072,-1.05170389683252,0.234044303912808,-4.49361030903076,7.00257215109848e-06,0.000201363142844927,Down
ENSAMXG00000005321,330.226434618213,-0.72429461573307,0.16134813933989,-4.48901746680387,7.15524309165794e-06,0.000205370133653117,Down
ENSAMXG00000016149,694.193227493979,-0.836987273182899,0.186501264833689,-4.48783698024395,7.19499498769441e-06,0.000206127244879803,Down
ENSAMXG00000015509,32.5530681605969,-3.17617293219948,0.708082037275248,-4.485600205905,7.2708964634355e-06,0.000207915263805068,Down
ENSAMXG00000014424,92.9569998477853,-1.25759590117332,0.280537774746778,-4.48280415109325,7.36685347247727e-06,0.000210269097354245,Down
ENSAMXG00000005979,83.5667874009628,1.40740633777706,0.314261128520265,4.47846141329663,7.5182956838153e-06,0.00021419499329879,Up
ENSAMXG00000016282,14.8905641167598,-3.85825575266616,0.862198168988013,-4.47490599196552,7.64449396391289e-06,0.000217388534069722,Down
ENSAMXG00000010932,605.340347858363,1.27122401508507,0.284155185286449,4.47369634942114,7.68788963883469e-06,0.000218219968698636,Up
ENSAMXG00000010175,474.283110775824,0.861291773979986,0.192633104724072,4.47115139017097,7.77995983943512e-06,0.000220256565470502,Up
ENSAMXG00000017130,176.002318259315,1.44673196430555,0.323586758867902,4.47092448827967,7.78821956669199e-06,0.000220256565470502,Up
ENSAMXG00000009905,252.375734924337,-1.22112626015402,0.273397682776154,-4.46648357716266,7.95157632150046e-06,0.000224464552826532,Down
ENSAMXG00000024388,2483.30888473799,-1.53839870226101,0.344621075372286,-4.46402966098087,8.04324225492345e-06,0.00022663709849202,Down
ENSAMXG00000025961,501.455976163921,-0.887467126170315,0.198882646999481,-4.46226525822855,8.10977480385464e-06,0.000228094815787977,Down
ENSAMXG00000004970,91.1710253125416,-1.31633345060554,0.29508864786439,-4.46080681223113,8.1651670967995e-06,0.000229234463502679,Down
ENSAMXG00000006808,651.262874446623,0.752618016814615,0.16876912945577,4.45945309572658,8.21690521578769e-06,0.000229979904034605,Up
ENSAMXG00000016501,482.311704293946,0.799024497660627,0.179180325125752,4.45933166545968,8.22156148206496e-06,0.000229979904034605,Up
ENSAMXG00000002502,1273.58912443737,-1.27855207075189,0.286781934839319,-4.45827269931855,8.26227477839757e-06,0.000230700074564206,Down
ENSAMXG00000017604,2149.39470655551,-0.707175831954771,0.158782250550629,-4.45374611773298,8.43848758919372e-06,0.000235194230040222,Down
ENSAMXG00000001369,73.2716768731143,-1.46145452590435,0.328240973170459,-4.45238299103323,8.49225189603161e-06,0.000236265484609269,Down
ENSAMXG00000008094,664.200480303861,-1.50604384174711,0.338365373317426,-4.45093960703323,8.54953851294877e-06,0.000237003663849064,Down
ENSAMXG00000014013,150.836617367606,-1.39039021138884,0.312355600418438,-4.45130552974317,8.534980521141e-06,0.000237003663849064,Down
ENSAMXG00000015628,58.8784582730175,-1.3951053092858,0.313595333259813,-4.44874384699456,8.63739507695668e-06,0.000239009282443686,Down
ENSAMXG00000020912,64.4340584957975,-1.76464590622209,0.396718548732397,-4.4481053680513,8.66310333326752e-06,0.000239291060350631,Down
ENSAMXG00000006884,166.276760450722,-0.907810064865447,0.204174952486867,-4.44623619992681,8.73878617145444e-06,0.00024094975180792,Down
ENSAMXG00000001647,456.781506357174,1.32803855963043,0.298928199320845,4.44266737847983,8.88504658955649e-06,0.000244545041222918,Up
ENSAMXG00000024269,197.139244684909,1.21421204263065,0.273478820571807,4.43987596586783,9.00107395031102e-06,0.000247296885554623,Up
ENSAMXG00000020659,70.5305800880519,-1.25292780361737,0.28226970612518,-4.43876114378964,9.04781582230366e-06,0.000248138763824139,Down
ENSAMXG00000014763,355.003284428573,-0.81466360969998,0.183580836013895,-4.43762882547456,9.0955286354246e-06,0.000248645255043358,Down
ENSAMXG00000015735,370.948428620591,-0.775433274844231,0.174743268128034,-4.43755735572071,9.09854822840811e-06,0.000248645255043358,Down
ENSAMXG00000002363,442.254188731003,1.37183404243074,0.309250911818665,4.43599029138884,9.16499785416339e-06,0.000249603178353274,Up
ENSAMXG00000010715,9.98577621250055,-6.55344795782228,1.47734371826158,-4.43596698372525,9.16598968065614e-06,0.000249603178353274,Down
ENSAMXG00000014199,226.507215404057,-0.824485524536238,0.185914165394561,-4.43476441284854,9.21730285628606e-06,0.000250557828790012,Down
ENSAMXG00000017496,57.1966143922293,-1.80716916524506,0.408084663268486,-4.42841725726921,9.49271222383766e-06,0.000257590094200722,Down
ENSAMXG00000008925,151.968452650896,1.56502535790334,0.353520180718529,4.42697600663824,9.55633575022087e-06,0.000258860813564419,Up
ENSAMXG00000003594,244.861947770959,-1.15081689598508,0.260094525713049,-4.42461021749735,9.66165675193624e-06,0.000260797049943246,Down
ENSAMXG00000003865,106.77825852439,-1.02148977072781,0.230863502656351,-4.42464815345168,9.65995919259401e-06,0.000260797049943246,Down
ENSAMXG00000020127,42.6480896589175,-1.87751432684427,0.424383080508293,-4.42410268711826,9.68439516469963e-06,0.000260953815862789,Down
ENSAMXG00000006426,105.943903111301,1.68033499959019,0.379994771984667,4.42199504696867,9.7793698998225e-06,0.000262744285751145,Up
ENSAMXG00000010645,643.272197413287,-0.874694744130374,0.197810953844188,-4.42187213160781,9.78493609428127e-06,0.000262744285751145,Down
ENSAMXG00000010796,117.116190627028,1.28878923503901,0.291715942536597,4.41795955281849,9.96370602851377e-06,0.000266705400130781,Up
ENSAMXG00000011803,837.690053699152,0.973054920776552,0.220272175356026,4.41751174066268,9.98436487870375e-06,0.000266705400130781,Up
ENSAMXG00000015602,20.1187111507229,-2.64286585421263,0.598254219054806,-4.41763011448234,9.97889998283442e-06,0.000266705400130781,Down
ENSAMXG00000019011,117.792486632026,-1.56054288201743,0.353347076959967,-4.41645901090683,1.0033091558176e-05,0.000267543322121397,Down
ENSAMXG00000013220,380.460556343827,-0.872859589328218,0.197706968535311,-4.41491564912808,1.01049384069688e-05,0.000268993809441468,Down
ENSAMXG00000015550,593.898511041771,1.06932513447802,0.242244623458647,4.41423681240367,1.01366950923564e-05,0.00026937393354912,Up
ENSAMXG00000003299,49.4855685684142,-1.73644867392349,0.393849432291329,-4.40891501054405,1.03889782054728e-05,0.000275602962273585,Down
ENSAMXG00000013753,105.271692738823,1.67930821047488,0.381177840540565,4.40557669379045,1.05502815102988e-05,0.000279401183708308,Up
ENSAMXG00000011018,54.1845094567146,-1.60183695318522,0.363781231370732,-4.4032974080314,1.06617846167042e-05,0.000281869787816915,Down
ENSAMXG00000009961,149.693342495756,-1.15493976930537,0.262351196510865,-4.40226606421268,1.07126071153065e-05,0.000282728447719553,Down
ENSAMXG00000016789,11.6688852671583,-6.77602243949837,1.54123519240729,-4.39648826660566,1.10016304960124e-05,0.000289860052709468,Down
ENSAMXG00000008077,617.151416125645,-0.874697837061416,0.199067475287605,-4.39397664433974,1.11295778288106e-05,0.000292730687842077,Down
ENSAMXG00000008872,354.943469454685,-1.01047647733743,0.229991699792201,-4.39353454168304,1.11522460065654e-05,0.000292827202213274,Down
ENSAMXG00000000135,1043.83618955758,0.800437096923787,0.182277445112481,4.39131180728285,1.12668829876161e-05,0.0002951886937567,Up
ENSAMXG00000009986,1496.09760171279,-0.812045265619322,0.184935721714399,-4.39095950793856,1.1285155704436e-05,0.0002951886937567,Down
ENSAMXG00000020589,91.3574930845774,-1.26546487415027,0.288216103845084,-4.39068066380655,1.12996385724033e-05,0.0002951886937567,Down
ENSAMXG00000008729,12.7218609405863,-4.77166329334762,1.08702313612859,-4.38966120844659,1.13527391654298e-05,0.0002960740588101,Down
ENSAMXG00000010617,257.724999509695,-0.936844873249722,0.213493462149489,-4.38816656874363,1.14310216217676e-05,0.000297477903327382,Down
ENSAMXG00000015915,51.3950798461872,-1.93794777574195,0.441657486482932,-4.38789748855949,1.14451694461258e-05,0.000297477903327382,Down
ENSAMXG00000020312,1100.03117027038,0.669645739806093,0.15269020337723,4.38564966837915,1.15640111953527e-05,0.000300060782077392,Up
ENSAMXG00000019511,753.757978845785,0.711243383520565,0.16219960217275,4.38498845862184,1.15991928135849e-05,0.000300467829976108,Up
ENSAMXG00000014617,133.106620680429,1.26070841710262,0.287597671867015,4.38358352805295,1.16742857690769e-05,0.000301543110257498,Up
ENSAMXG00000014987,568.537311150026,-0.850307643512191,0.193980038680548,-4.38348012143921,1.16798311051532e-05,0.000301543110257498,Down
ENSAMXG00000028301,27.719824506379,-2.99655743294849,0.683728488297778,-4.38267160756863,1.17232756476752e-05,0.000302158607955883,Down
ENSAMXG00000011807,690.676553739032,0.958241496245247,0.218767408299082,4.38018397573743,1.18579150804133e-05,0.000305118606234408,Up
ENSAMXG00000000979,558.158461096405,1.82676897993454,0.417587672528529,4.37457592766878,1.21668770225625e-05,0.00031254679258126,Up
ENSAMXG00000006452,539.477726027277,0.68808673699024,0.157389546714179,4.37187063153447,1.23186514196725e-05,0.000315645251942537,Up
ENSAMXG00000007216,60.5758681145143,1.27142934967223,0.290831991032184,4.37169702397537,1.23284527132555e-05,0.000315645251942537,Up
ENSAMXG00000019209,1000.20290419303,-0.868347947675432,0.198676922112519,-4.3706533121328,1.23875341804139e-05,0.000316631947467196,Down
ENSAMXG00000006566,30.5230632773226,-2.61345956217692,0.598090264890315,-4.36967413715756,1.24432079723471e-05,0.000317528418009578,Down
ENSAMXG00000015201,3417.25088624648,-1.04473043151662,0.239129895883842,-4.36888255922674,1.24883898509591e-05,0.000318154632682368,Down
ENSAMXG00000011560,123.847410804867,-2.03845106510325,0.466819396673787,-4.36668030426275,1.26149157926425e-05,0.000320847685003298,Down
ENSAMXG00000020484,744.196980033385,-0.786038218757338,0.180050450258074,-4.36565539064566,1.26742162781264e-05,0.000321824869019379,Down
ENSAMXG00000004461,161.22649010158,1.64631110695411,0.377703750539258,4.35873645576362,1.30815530810576e-05,0.000331621673747271,Up
ENSAMXG00000010531,425.870784581729,1.52278030225165,0.34941693928035,4.35806090393882,1.31219872267089e-05,0.000332100474754128,Up
ENSAMXG00000014274,1108.31590445712,-0.61066176697488,0.140242416091821,-4.35433005215101,1.33474481102678e-05,0.000337252815940257,Down
ENSAMXG00000019250,96.655044074491,1.5491626474475,0.355882412883851,4.35301827616049,1.34275951597405e-05,0.000338722625527137,Up
ENSAMXG00000025761,90.9843909580394,-1.32568908538156,0.30462089434253,-4.35193090822882,1.34943790966338e-05,0.000339851086628131,Down
ENSAMXG00000018866,31.1994913249958,-3.54475877032167,0.815094112162521,-4.34889507533933,1.36825151340864e-05,0.000344027089333888,Down
ENSAMXG00000010347,247.677012871191,1.18473252002092,0.272485740580441,4.34786979126775,1.37466170859516e-05,0.000344843105757482,Up
ENSAMXG00000025151,159.312104439899,-0.860004365456209,0.197808522430368,-4.34766083326337,1.37597164757576e-05,0.000344843105757482,Down
ENSAMXG00000000369,37.157245547819,-1.9205423653651,0.441949038152571,-4.34561951620785,1.3888312657795e-05,0.000347500913952263,Down
ENSAMXG00000019838,239.992353478415,1.14039623249839,0.262448073129214,4.3452261580786,1.39132242860363e-05,0.000347560009595912,Up
ENSAMXG00000020773,126.800294305658,-1.4872814785406,0.342394566704198,-4.34376483498785,1.40061446186954e-05,0.000349315059883417,Down
ENSAMXG00000024962,28.9092688006318,-1.81808720709792,0.418794709189851,-4.34123728691552,1.41682612330508e-05,0.000352787415807773,Down
ENSAMXG00000016984,177.092438793561,-1.63159830269293,0.375932599575559,-4.34013518523016,1.42395087941369e-05,0.000353989595232309,Down
ENSAMXG00000006864,8.90998174901868,-6.3919500314924,1.47431072280735,-4.33555147677484,1.45395142910309e-05,0.000360865593828758,Down
ENSAMXG00000018845,225.674684995209,1.2927683030601,0.298356233663585,4.33296897197657,1.47111849866748e-05,0.000364539379742153,Up
ENSAMXG00000004408,141.730648533902,1.33288322407476,0.307719394130513,4.33148917324802,1.4810423139162e-05,0.000365975604420227,Up
ENSAMXG00000015111,349.89139072104,-0.797757232694887,0.18418012835273,-4.33139687668734,1.48166338258757e-05,0.000365975604420227,Down
ENSAMXG00000005177,1842.54324801782,-0.803909540398966,0.185640967271581,-4.33045330572372,1.48802698729314e-05,0.000366373162222831,Down
ENSAMXG00000011220,154.286454086374,-1.01374100798078,0.2340776522558,-4.33078936930282,1.48575753460016e-05,0.000366373162222831,Down
ENSAMXG00000003736,90.2250135096506,1.30946998178667,0.302550639292414,4.32810185048418,1.50399919850928e-05,0.000369715145879164,Up
ENSAMXG00000007281,9.46700985489934,-6.4764933598271,1.49751171354883,-4.32483652797547,1.52645014328041e-05,0.00037344723902192,Down
