,CHOY.16.01,CHOY.16.04,CHOY.16.05,CHOY.16.08,CHOY.16.11,CHOY.16.12,CHOY.16.R.01,CHOY.16.R.03,CHOY.16.R.04,CHOY.16.R.05,CHOY.16.R.2
ENSAMXG00000002834,9.06068929600051,7.15170519985637,8.11651896397331,9.24963067386697,7.76219325190827,7.53702797220636,9.6089775994047,8.15596911389737,8.07779556532468,8.59877397687858,8.7989547538028
ENSAMXG00000002836,10.4498283798734,10.4336081419242,10.7914407396121,9.93957787581825,10.9718795242209,10.6906471563266,10.5795795545673,10.6847265763045,11.1409272365572,11.0169059891022,10.7964422544432
ENSAMXG00000002837,6.41794004586562,6.00185702171773,6.56913598830805,6.01471713637436,6.39909412387107,6.21935291569364,6.40449894220562,6.20223783479096,6.18600525478088,6.35625489627295,6.09687163689493
ENSAMXG00000002838,6.85016675226544,6.27779974412523,7.15063747022616,6.74941786815003,7.26214486271336,6.91084889323842,6.28969889300722,6.86342004688648,6.6176413692319,6.64796968598924,6.55961498919468
ENSAMXG00000002839,7.63020218189748,7.50159584335004,7.59511385953623,7.6798591983479,7.46867522812959,7.47730734441149,7.85217260710618,7.76713365302551,7.90860527003956,8.05271435691826,7.82518425912701
ENSAMXG00000002840,5.87739489584709,5.94514192689994,7.23702281258237,6.28791108055321,6.23908764157315,6.79202340886221,6.00531222531263,5.57604768444611,5.57604768444611,6.23769412915797,5.57604768444611
ENSAMXG00000002841,9.18759409897122,9.1133310060062,9.04363909662202,8.45286361124417,9.16917520946819,9.56733832896046,9.44532655576608,9.24299807192432,9.39833049291942,9.44635233381598,9.57519936532136
ENSAMXG00000002842,7.91005639785448,7.65327111177642,8.33242200994186,7.74958330771952,8.20489847034614,8.13470745674244,7.64198586045895,7.87545100925554,8.38291185156921,7.7080269534508,7.6620586040764
ENSAMXG00000002844,6.85016675226544,6.69823553562955,6.93987210271477,6.87685968933926,7.72179588325432,6.92324644819162,6.92870076895845,6.95031225715449,7.42274197290565,7.16917202130619,7.05238643461512
ENSAMXG00000002846,7.21238936735658,6.86696868220921,7.2950622361373,7.16213601378625,6.80025896032109,5.57604768444611,6.98660952145488,7.00453229734434,6.81667258015818,6.56860961697723,6.80344602750704
ENSAMXG00000002848,7.27133490058731,7.58807818002429,7.38246234732915,6.91952041570271,7.56494686963983,7.54429788594274,7.42967339896839,7.15285775214615,7.59442604748495,7.57506821999365,7.40949663401584
ENSAMXG00000002852,5.57604768444611,6.49198900503411,5.57604768444611,6.60252807595627,5.57604768444611,6.57236687274186,6.44579596800365,5.57604768444611,5.57604768444611,6.58912913331897,6.05191851705484
ENSAMXG00000002853,6.51411214819786,6.49198900503411,5.57604768444611,6.14093620803795,6.27428557865619,6.55443056218027,6.40449894220562,5.57604768444611,6.18600525478088,5.57604768444611,6.36603977853723
ENSAMXG00000002854,6.28747219509723,6.83543269043306,6.69612430552821,7.26643664087822,6.30766915985745,7.00621688216281,6.71803703524982,7.40251695544181,6.90287731406613,7.35002050631483,6.91314200565584
ENSAMXG00000002860,6.28747219509723,6.41873033884571,6.33295042294407,6.08193726166699,6.42718446810656,6.37227897873165,6.26422898486451,6.58591373991505,6.6176413692319,6.62878308843264,6.27813373174553
ENSAMXG00000002863,9.03388920149652,9.83668736423198,9.75888314417609,8.4775039505828,10.1712732501981,10.2328723237436,9.64327881499469,9.68826388770173,9.89595500829963,9.45058895884568,10.1264722040221
ENSAMXG00000002866,8.0145559174516,7.30824010423949,7.69764790127558,7.58260960374473,7.33122954285841,7.75750282515924,7.74830003007808,7.05618769533428,6.88199319492331,7.15761596369772,7.68554262221174
ENSAMXG00000002869,7.4325871754355,7.83122290986197,7.90253953044161,7.39035938554005,7.30864012607675,7.95140807979824,7.62888363676918,7.10555320596657,7.14297148932514,7.15761596369772,7.31942553475562
ENSAMXG00000002870,7.36797361453621,7.11523864422546,6.75362597344673,8.07652307388413,7.2971845036293,7.35696545571366,7.73623441733583,7.54443586063279,7.62837205785785,7.44497677783725,7.49342617272971
ENSAMXG00000002871,8.84391530708099,8.55901643897869,8.78724530670205,8.89880041659879,9.00477099425762,8.59843888584986,9.28642391911329,8.98527269599642,9.10705917993216,9.31768303680216,8.87251447526436
ENSAMXG00000002873,6.99690302687828,6.51498695323415,6.892334124667,6.35034947767145,6.5775634549709,6.24746287864138,7.17301890836634,6.43087546052724,6.58945924102889,6.73834724929974,7.44750001790901
ENSAMXG00000002874,9.67380475260058,9.68121045379884,9.5819781204981,9.48820008603995,9.50792975414844,9.66439426732516,10.6431964680517,10.2277935216935,10.3833785076186,10.9506802227707,10.1926452992248
ENSAMXG00000002875,6.54378809713042,6.89756733116888,6.56913598830805,6.68551382948,6.68540919610485,6.0117088844632,6.5755170809833,6.84820469062196,5.57604768444611,6.72095202403024,6.51542716811645
ENSAMXG00000002876,12.9584080088924,12.6957709359734,12.2694288270581,11.989410438669,11.9503371008325,12.8796303797091,12.8937682995534,11.8456868849294,12.1772897605273,12.1519352624301,12.8688077890885
ENSAMXG00000002880,7.10147043154536,6.75197127291681,7.24885976157249,7.74958330771952,7.77012512043391,6.91084889323842,6.9167317411429,6.92213873674023,6.83891452195777,6.96839809418327,6.60162954573153
ENSAMXG00000002881,9.93381860597223,9.1908242890946,10.1451020220977,11.139505009359,9.93427545875872,8.91985532999662,11.3707796496402,11.1100291053593,11.0117604853194,11.3568549198927,11.416379814584
ENSAMXG00000002882,11.1654305045664,11.6891981634116,12.2677919661169,11.3255452745827,12.1143054588387,12.5767119462095,11.474539011694,11.0987243341859,11.3371596815759,10.5308691960398,11.4986103681912
ENSAMXG00000002883,8.74553146087893,8.99601732700871,8.36782602612616,8.66037272820747,8.85511186708128,8.57505202607729,8.1043007032069,8.24782231157487,7.51151167145112,8.14147146956473,8.11260998711147
ENSAMXG00000002887,6.45131806944312,6.49198900503411,7.0001281463372,6.33016121970737,6.87001834886002,6.27436537646646,6.92870076895845,6.5654544556837,6.96315418599606,7.06070127987099,6.89816724739198
ENSAMXG00000002888,7.63020218189748,7.31866966339312,7.43407243767579,7.31901183722701,7.5080718471071,7.35696545571366,7.47509722290828,7.33490966355091,8.00428019008775,7.57506821999365,7.18776095006853
ENSAMXG00000002889,7.18950022311239,7.2763966434804,6.97042116724561,7.58260960374473,7.15031452878105,7.39022361631567,7.28235831930089,7.29451575104684,7.10924346708506,7.14594290196579,7.32976923007102
ENSAMXG00000002890,10.3760633872763,9.79127559397137,10.2134683044637,9.41930751469533,10.307422634715,10.2537730141188,10.2558810860931,10.41438521715,10.9255303553696,10.3403890704097,10.5208315629631
ENSAMXG00000002892,13.8932580918111,12.0811877382663,12.1031533562294,13.0260458013515,11.6554298820649,11.8083746302165,14.2022487142512,12.2444294359516,12.7552594689749,11.9951185965641,13.6058446456017
ENSAMXG00000002894,11.9681941816076,11.2818596356665,11.3866050149299,10.7716679944587,11.3805590187663,11.6422053179882,11.7221445229061,11.3375052678417,11.7529866250745,11.7994421004287,12.1730482620067
ENSAMXG00000002897,8.99470331337631,9.12427407724786,9.11876329246429,8.97152976977923,9.42867856873621,9.21837208266724,9.8993731649811,9.18850461663273,9.44708068996058,10.1728502818513,10.0167452856627
ENSAMXG00000002898,5.57604768444611,6.27779974412523,6.44682383265897,7.07497104038885,6.87001834886002,6.87275007481268,6.20998867299395,6.5654544556837,6.53018989593505,6.64796968598924,6.27813373174553
ENSAMXG00000002899,7.22740400435193,6.64123733411985,6.95525553942628,6.61689994780107,6.78203515361815,7.13533200905484,7.16342873807018,6.5009414470216,6.90287731406613,7.02208886810449,7.03923480830114
ENSAMXG00000002901,8.64230215887138,8.53852659121183,8.49193525421518,7.74958330771952,8.11016003254441,8.60504967693925,8.42292193020231,8.21283005698621,8.37653298277092,8.6884371737415,8.45448172193234
ENSAMXG00000002902,8.57168973817065,8.7093086124787,8.40720881739436,8.71552453588143,8.54310322042681,8.68515623777766,7.77210241179377,8.272281797963,8.20665130910727,8.59877397687858,8.60020973505005
ENSAMXG00000002903,9.45271974967579,9.23939996504518,9.33805191494824,9.21022820587207,9.65641141915086,9.48996805840508,9.16038337544592,9.24299807192432,9.3446428256749,8.9366563768081,9.03253404869225
ENSAMXG00000002904,6.92118651009446,7.02527555478734,7.09820764487077,8.12863452958494,7.27393941125952,6.88560526911036,6.3607854258607,6.99122964285273,6.81667258015818,6.35625489627295,6.27813373174553
ENSAMXG00000002905,8.59562514839169,8.40882662003747,8.58467985158818,8.82212668323973,8.77768202109056,8.4809888172965,8.80087365718767,8.20775744826127,8.33103784473143,8.31759118233452,7.8798177362111
ENSAMXG00000002907,6.28747219509723,6.89756733116888,6.75362597344673,6.94021874270075,6.91939636673671,7.47730734441149,6.33789234778794,6.83275901543798,6.83891452195777,6.72095202403024,6.89816724739198
ENSAMXG00000002908,11.0345209920485,11.3927341705785,11.0639995150492,11.6287223278686,11.2596839608021,10.2169950279528,11.3178839226912,12.6496122136444,12.3350559296691,11.935808654751,11.4631766405255
ENSAMXG00000002909,6.73922223140327,6.13783123247231,6.3920827189075,6.28791108055321,5.57604768444611,6.18986900803763,5.57604768444611,5.57604768444611,6.18600525478088,5.57604768444611,5.57604768444611
ENSAMXG00000002911,6.17551643479018,5.57604768444611,5.57604768444611,6.11228572789311,6.53042571508031,6.45846428763171,6.23770326483285,6.20223783479096,6.56033790920405,5.57604768444611,6.55961498919468
ENSAMXG00000002912,7.49399484005112,7.1275238490775,7.36119497351042,7.12806578371795,7.36434268256709,7.34850727144695,6.92870076895845,7.23124648380775,7.00153352815092,6.85216547919081,7.27713786725882
ENSAMXG00000002914,9.40587199054349,9.27661256517841,8.99338557412515,9.43024466245847,9.28508006514381,9.25007117931522,9.57867786360147,9.82076738196071,9.50576941121049,9.82284923490587,9.54910777350234
ENSAMXG00000002915,7.25687143765156,6.91253617276254,7.27218489007858,6.96052220086535,7.04087181583348,7.24208913814276,6.7469437814111,7.22036498202953,7.4487568012835,7.39841558466929,7.37028351376276
ENSAMXG00000002916,6.12393233473015,6.85132232668947,6.90841997802912,7.20335782440014,6.88673906621197,6.55443056218027,6.94053604012881,6.83275901543798,7.02022743954684,7.16917202130619,7.15240188807185
ENSAMXG00000002918,8.69486472119371,8.63424961270611,8.67966405227528,8.69738012881432,8.60445712515742,8.35270675577461,8.52486683087966,8.35690512128181,8.5895152723673,8.24486085630041,8.27177252243472
ENSAMXG00000002919,6.65321831320641,6.44392048920443,5.57604768444611,7.1193874617075,6.42718446810656,6.09075572814256,6.65742762954818,7.17579871724483,6.79392689089389,6.64796968598924,6.85190379787177
ENSAMXG00000002920,7.5059224242022,7.87218400108274,8.16366865736027,8.12863452958494,8.19340941863732,8.12073537473093,7.75429132175859,8.74447760830738,8.0292326007205,8.0060543389968,7.91285631973755
ENSAMXG00000002921,6.83960972392944,6.51498695323415,6.67615301223546,7.1193874617075,7.11050356625947,6.67292841217628,6.08322038031112,5.57604768444611,6.39697876751564,5.99669499181422,6.1381004632802
ENSAMXG00000002922,8.38849093728299,8.19878473194855,7.98433989916026,8.35302467565462,8.22759141553611,8.18027299209766,8.37089416346197,8.21788395269266,8.40187409001487,8.40896150410445,8.12938730941845
ENSAMXG00000002923,9.68119033503401,9.44502904995168,9.71328770510192,8.62236274597169,8.71964877604847,9.2769846797644,9.07582111201294,9.34836564441792,9.1739057447897,8.43956873978683,9.33069890221627
ENSAMXG00000002924,6.34635519172556,6.92729491852367,6.67615301223546,6.38908635669218,6.62226715773995,6.41659903930719,6.26422898486451,6.08865199428771,5.57604768444611,5.57604768444611,6.36603977853723
ENSAMXG00000002926,6.88120058664512,5.57604768444611,6.73484010410189,7.28925199785117,6.55432076241981,6.49821210217889,5.57604768444611,5.87303449022374,5.57604768444611,5.57604768444611,5.57604768444611
ENSAMXG00000002927,6.67860838087646,6.9418506919034,6.59159572377608,6.6586833927449,6.33947749836145,6.68865694309254,5.57604768444611,6.23554629683605,6.27865927691541,6.48116100484854,5.57604768444611
ENSAMXG00000002929,6.19962741153483,6.75197127291681,6.33295042294407,6.36997757825999,6.50582725262155,6.65692782305988,6.62555938582592,6.29726549854166,6.23407630958193,6.40871985535173,6.73492628724847
ENSAMXG00000002931,8.24345019758347,7.91842798661673,7.7850084472549,8.14038183358456,7.8167359605558,8.08756440160191,8.35948646616108,8.58746689862998,8.12467855197541,8.40009111913999,7.9703404441698
ENSAMXG00000002934,6.90138456052944,6.95621022064129,6.8425222766879,6.67219592414054,7.33122954285841,7.26049650183351,6.80229953596263,7.22036498202953,6.88199319492331,7.2470051514352,7.11592193591636
ENSAMXG00000002935,9.03001896734865,9.58781760716755,8.92124215027188,9.17901620348992,9.35237746532363,9.42675704064383,9.4470946599011,9.03957278948085,9.43202415568666,9.82610763888589,9.00313229440058
ENSAMXG00000002936,7.83401569394059,7.52816713667053,7.39295900982649,7.95696072386486,7.72997598315669,6.99474721316771,8.34026198900906,7.88838793598258,8.10143934338361,7.92028891351229,7.9765779243614
ENSAMXG00000002937,10.678094947045,10.2321586154971,10.2839304577569,10.8484988711224,9.95600361748613,9.99408878915878,11.0489502726289,10.7250874848409,10.2217456970318,10.7245584059464,10.7400828993944
ENSAMXG00000002938,9.76233727530254,8.965869848265,9.18732947491315,9.27761780593268,8.91826043818408,9.04592176732853,9.77563073113595,9.42525679617115,8.92472682656882,9.19661061118308,9.49334798618784
ENSAMXG00000002939,7.64624950856585,7.77455352214223,8.15203327003634,8.02657434234029,8.41656703175198,7.82922781008863,7.10414337833008,7.52755039369205,6.923352981933,7.76616628166149,7.45682157583594
ENSAMXG00000002941,7.88813967392637,8.33435691508648,8.19233064635642,8.07243038208293,8.60445712515742,7.75750282515924,7.89046022582013,9.39061938064968,9.25156054444344,8.61793266323392,8.14596037556024
ENSAMXG00000002942,6.52908196743036,6.09662171644983,6.15686422485647,6.74941786815003,5.57604768444611,5.57604768444611,6.64163356115228,6.71735669451604,6.35970762121633,6.43362754400067,6.66113400587758
ENSAMXG00000002943,6.36492287702267,6.33760299706285,5.57604768444611,6.84367029009601,6.0721612430647,5.57604768444611,5.57604768444611,6.20223783479096,6.00894648253342,5.57604768444611,6.09687163689493
ENSAMXG00000002948,6.65321831320641,7.3990270728013,6.77205523623895,6.47797321592914,6.39909412387107,6.57236687274186,6.40449894220562,5.57604768444611,5.57604768444611,6.13105618398725,6.1381004632802
ENSAMXG00000002949,8.70221557951633,8.18818887402994,8.03622935961276,9.27067236855404,7.95436068975413,8.10187982941278,9.7882179687926,8.79869639797174,8.99227375542806,9.34754760647983,9.67876118316438
ENSAMXG00000002951,6.78510066228364,7.06471995696815,6.59159572377608,7.00001505561162,7.26214486271336,7.20438985094837,7.15375827265641,6.52300400527673,7.14297148932514,6.54758893718865,7.32976923007102
ENSAMXG00000002954,6.45131806944312,6.05168976357148,6.11429112646709,6.35034947767145,5.57604768444611,6.49821210217889,5.96027489330167,6.35373889797422,5.57604768444611,6.04593367955721,6.27813373174553
ENSAMXG00000002955,6.66600083837136,6.78620377677351,6.95525553942628,6.79766073097885,6.80025896032109,6.34906623951129,7.18253033756654,7.39308457884066,6.7706476599344,6.82094912894765,7.09093621984347
ENSAMXG00000002956,7.30674495285108,6.882380840894,7.42392177206478,7.62929234133526,7.13719757157817,6.99474721316771,7.65495603905029,7.63349790524551,7.63949063530008,7.73013387253314,7.63813947300747
ENSAMXG00000002958,9.38639241269581,9.45802718300067,9.38737591888059,9.1125163026842,8.71569344848899,9.40629910689576,9.50594496771136,9.31178693284202,9.10705917993216,9.74750739709632,9.18680130489453
ENSAMXG00000002959,7.29270633338873,7.17538883938797,7.39295900982649,7.564653833137,7.13719757157817,7.03992318743018,7.95877169978884,8.07999240649267,8.11697619887719,7.62358036124104,7.45682157583594
ENSAMXG00000002960,7.17398709562449,6.69823553562955,6.3920827189075,6.6586833927449,6.27428557865619,6.58993804462979,6.86743948814717,6.817074089066,6.3203834299061,6.6091778337293,6.83600776663837
ENSAMXG00000002961,14.6686555143189,14.7600111863672,15.1453056764406,14.3410683116261,15.0355116895934,14.9777032986849,14.3232469279605,14.7584820571452,14.9072798025909,14.7098139994864,14.7555723464815
ENSAMXG00000002962,6.97846765399541,6.882380840894,6.56913598830805,6.94021874270075,6.62226715773995,6.68865694309254,6.98660952145488,6.3260809109263,7.22321270418024,6.70323327626285,7.37028351376276
ENSAMXG00000002963,9.97641990385701,9.63622741360955,9.38979795223166,9.20659152072773,9.75131511341714,9.9878607598525,10.6066259940374,9.81914381303412,10.3613704594816,10.6503622277697,10.6469415279257
ENSAMXG00000002964,8.4888064167887,8.11162181529595,8.15203327003634,8.58329270285626,7.92654532905836,8.07309629815333,8.52486683087966,8.02880297970864,8.27713849666249,8.05271435691826,8.48915900932206
ENSAMXG00000002970,6.48332827680539,5.57604768444611,5.57604768444611,6.33016121970737,6.27428557865619,6.24746287864138,6.28969889300722,5.57604768444611,5.57604768444611,6.23769412915797,6.27813373174553
ENSAMXG00000002972,10.1053765609742,9.24441814440242,9.69971119914916,9.18642200557196,9.23381166024724,9.25215958723427,9.70656647735551,9.173273538447,8.95043591211758,8.69925270964991,9.68614264903293
ENSAMXG00000002973,7.90133293472949,7.84501785690453,7.52188686163119,8.04761099215074,7.8617556698906,7.74515809245325,8.09507111045538,8.54031590772752,8.19210838511333,8.14683101277697,8.02546274033494
ENSAMXG00000002974,5.57604768444611,5.57604768444611,6.01636386299353,6.36997757825999,5.57604768444611,5.91401972271137,6.44579596800365,6.43087546052724,6.74680200309392,5.57604768444611,6.51542716811645
ENSAMXG00000002975,7.98199317732882,7.83813836988423,8.20362930606119,7.85008699020786,7.34236789276421,7.95140807979824,8.33249667920145,7.64904571547487,7.70426190477726,7.80123436888026,7.58053168942315
ENSAMXG00000002976,10.3775763559625,9.69040676522548,10.0135114912168,9.70549598312173,9.69473222382805,9.96774762286469,9.95746085542888,9.72168623268624,9.68902346990918,9.86622538946913,9.61249765224169
ENSAMXG00000002978,7.73360288161295,8.46216599116432,8.42169360045608,8.21252130723524,8.0791494287398,8.18920643472143,7.6089761187637,7.95738030407648,7.94419184127073,7.6314899734506,7.9765779243614
ENSAMXG00000002979,8.36067615230301,8.08319794151232,8.68365138978117,7.42453108938525,8.43120863246355,8.28381276036495,8.14507568286562,8.08556246795009,7.91759121160624,8.0641318455409,7.9951184496259
ENSAMXG00000002981,9.66638090503549,9.78270593345617,9.59041580875611,9.10471443849093,9.6867494091975,9.57900642569656,9.47162118845647,9.50227959043546,9.5370502748479,9.57799725838924,9.00610004906623
ENSAMXG00000002982,6.77383130279872,7.01180821402111,7.22506595762985,6.76170314179605,7.04087181583348,7.01756748668247,6.86743948814717,5.57604768444611,7.17573635671026,8.91832782082126,9.06703041509257
ENSAMXG00000002983,7.25687143765156,7.29771933260014,7.26057956760007,6.95041867454101,7.31998769977661,6.83319103686298,6.92870076895845,6.71735669451604,7.36900562790749,6.50390484304793,7.05238643461512
ENSAMXG00000002984,11.0959620659156,11.6280128449159,12.5130037507365,12.5941656868744,12.695929022383,11.8255543978259,11.117995761506,12.0613644981263,11.1390820544792,11.3752778969625,10.951862366346
ENSAMXG00000002985,9.03967483242364,8.71295829449413,8.3272894163312,8.32604692151518,8.94544624079094,8.76388697123718,8.49402017638565,8.67725606797531,8.73033645152453,8.8457817753424,8.56821617112441
ENSAMXG00000002986,10.1538845753377,10.1033532993405,9.83001652891146,9.72336263978266,10.1438814463837,10.1649765284045,10.246802651602,9.89968926525284,9.97891312859444,10.1101424685812,10.1426337415586
ENSAMXG00000002987,7.84319126440843,8.32475975427507,8.11050875763964,7.21143003482404,8.0538199279197,8.60504967693925,7.93290975572234,7.58569098530845,7.67228180794603,7.69307741640395,7.92584581662652
ENSAMXG00000002988,10.8857480069335,10.8656351332078,10.6005879501177,10.7300859017297,10.4198290049567,10.832055528223,10.6600006159653,10.3360653161417,10.2321810445614,10.5575325143301,10.6009348252995
ENSAMXG00000002991,10.5336289071392,10.4160141795224,10.5859368006945,10.5100933241736,10.6275581682445,10.2692515973851,10.9293359460488,10.4866213203654,10.5744775038308,10.9098925696524,11.0782211508204
ENSAMXG00000002993,8.85272785010851,8.25056850309637,8.02985136302745,8.67104618273858,7.76219325190827,8.40316629791428,8.36329949294654,8.36145772542715,8.10922997306446,8.28412797461983,7.92584581662652
ENSAMXG00000002994,7.32750046194681,7.75265610503054,7.27218489007858,7.28925199785117,7.26214486271336,7.35696545571366,7.05225521234086,7.64129529146927,7.29832304602273,7.48985444874822,7.32976923007102
ENSAMXG00000002996,8.79672450083869,8.26573015060714,8.78354139760242,8.44350974135127,8.39181563771318,7.85229447273528,8.98590343893849,8.54828573311636,8.46327282638828,8.58325595169689,8.50194349834413
ENSAMXG00000002997,7.19717989471074,7.4467011893058,7.12472375023749,7.60031589413312,7.37518322786783,7.40652017425041,7.49720344686647,8.51612968727765,8.28399235513421,7.7080269534508,7.5635834075195
ENSAMXG00000002998,7.73360288161295,7.41831806684144,7.18844664865159,7.77543856376568,7.54627127751313,7.51496372330601,7.6741700297468,7.73860064257479,7.72515262479436,7.6471646613751,7.8798177362111
ENSAMXG00000002999,7.83401569394059,7.77455352214223,7.33954983395281,7.49654849028791,7.12392866520104,7.36536528126134,7.62888363676918,7.23124648380775,7.10924346708506,7.44497677783725,7.41910755512691
ENSAMXG00000003000,7.71860848121515,7.3990270728013,7.65591234413716,7.60616386798724,6.95107268466132,7.74515809245325,6.64163356115228,6.38035956414409,6.58945924102889,6.58912913331897,6.55961498919468
ENSAMXG00000003002,6.91133217073319,6.81929008157608,6.75362597344673,6.46099240106782,7.02640818252649,6.9831554008493,6.64163356115228,6.52300400527673,6.96315418599606,6.62878308843264,6.88297472746391
ENSAMXG00000003006,7.37459022352201,7.33926228957398,7.23702281258237,7.50289421031253,7.7135640851519,7.5940535079505,7.6741700297468,7.52755039369205,7.22321270418024,7.2470051514352,7.46607383486032
ENSAMXG00000003007,6.81816019257321,7.30824010423949,7.23702281258237,7.18704410072546,6.96656498879471,7.58003506065069,6.08322038031112,5.57604768444611,6.46638669022548,6.58912913331897,6.30871153386529
ENSAMXG00000003009,6.24509475358336,6.53736142410033,6.30140262081554,6.36997757825999,6.30766915985745,6.65692782305988,6.00531222531263,5.57604768444611,6.39697876751564,6.38295743135508,6.21222670101511
ENSAMXG00000003010,6.28747219509723,6.41873033884571,6.3920827189075,6.24276198752528,5.57604768444611,6.62405926400874,6.54047800773869,6.23554629683605,5.57604768444611,6.04593367955721,5.57604768444611
ENSAMXG00000003013,7.89255197267871,8.35806210434453,8.06144449143541,7.97029093290326,8.02800702081117,8.76388697123718,7.40632155365263,7.82240320765733,7.3826619206879,7.41725123526805,7.57208577407455
ENSAMXG00000003015,6.70332245237771,6.69823553562955,6.85939567162242,6.57305973296742,6.78203515361815,6.65692782305988,6.70324835246127,7.24202842813068,6.69726149350552,6.92630008663191,6.24604846807147
ENSAMXG00000003016,11.2400381188255,10.7092805791069,11.1750928082359,10.8490787401174,10.8639352258305,10.9306616636179,11.3530495457197,11.2542533663267,11.1446105296115,11.482160572698,11.004331735916
ENSAMXG00000003020,8.1772993250448,7.62921023591566,7.59511385953623,7.52174139819638,7.22604065132133,7.83503229917142,7.44499988866159,7.60182588426507,7.26884581987128,7.55010162626895,7.41910755512691
ENSAMXG00000003022,7.15826346227683,6.41873033884571,6.8425222766879,6.67219592414054,6.60019889423317,6.57236687274186,6.48500871263829,6.08865199428771,6.18600525478088,6.32851142620874,6.27813373174553
ENSAMXG00000003027,6.17551643479018,7.10281927523749,6.65574192782458,7.81080111682522,7.27393941125952,6.88560526911036,6.7469437814111,7.26330196243408,7.23862023491516,7.43580373352889,6.80344602750704
ENSAMXG00000003030,6.81816019257321,6.86696868220921,6.49796258010064,7.07497104038885,6.90319502278337,7.0288019780562,6.15029496097937,6.75174102012813,5.57604768444611,6.52603329176669,6.41912803124458
ENSAMXG00000003032,6.19962741153483,6.76923708634681,6.49796258010064,6.55794112759406,6.30766915985745,6.39477047226481,6.33789234778794,6.43087546052724,5.57604768444611,6.13105618398725,6.51542716811645
ENSAMXG00000003033,7.02398467770808,7.30824010423949,7.16337837101212,7.41097594479389,7.28561842945156,6.79202340886221,7.09395544089293,8.04608231331946,7.80552767276801,7.46312213051693,7.27713786725882
ENSAMXG00000003034,7.44511347809699,7.88556134703833,7.62152382188885,8.60017070554946,7.80908122790727,7.42260385261839,7.65495603905029,7.85580620334742,7.25382932411158,7.52463318504442,7.39981015329963
ENSAMXG00000003035,7.18176955775665,7.21003202728322,7.31751119970429,6.67219592414054,7.11050356625947,7.67508916157454,7.23802643467078,6.92213873674023,7.09199670632923,6.85216547919081,7.22207705240272
ENSAMXG00000003037,6.73922223140327,6.75197127291681,6.98537637625346,6.79766073097885,6.55432076241981,5.57604768444611,7.00893054167172,7.0934133090334,6.94343936954376,7.08571893288481,6.75251228730365
ENSAMXG00000003039,8.53637632407201,8.63424961270611,8.16366865736027,7.65762943160425,8.57849153028538,8.89323717971873,8.45892539269548,7.6720213367678,7.66144375641801,8.06980467769891,8.02546274033494
ENSAMXG00000003040,6.19962741153483,6.13783123247231,6.80790955424932,6.38908635669218,6.11898494342124,7.23277692849602,6.62555938582592,6.26714708158333,6.56033790920405,6.52603329176669,6.75251228730365
ENSAMXG00000003041,8.50859097800972,8.77708356495909,8.42648845634519,8.6683854193412,8.49756778613381,8.80452454361322,9.45590252088967,8.93485978454198,8.94191798724815,9.38346638084256,9.32833703916333
ENSAMXG00000003042,7.5059224242022,6.33760299706285,6.71567947155096,6.95041867454101,6.62226715773995,6.43781546217253,6.96381961500684,7.52755039369205,7.0386087684778,7.23619715363587,6.60162954573153
ENSAMXG00000003044,7.13426819955949,7.06471995696815,7.64740097808893,7.59444104306871,6.55432076241981,6.43781546217253,7.08367473842203,7.84919272176262,7.71474918951364,7.00891191816813,7.48437502826142
ENSAMXG00000003045,7.11798744094102,7.10281927523749,7.07105471342337,6.61689994780107,7.18879338603598,6.76359927527806,6.82886040888296,6.5654544556837,7.09199670632923,6.88245673557434,6.9710083131988
ENSAMXG00000003048,6.03525941149885,6.66063115028171,6.63486502715686,7.05670157520723,6.80025896032109,6.30019551084389,6.86743948814717,6.62545211334837,6.39697876751564,6.64796968598924,6.55961498919468
ENSAMXG00000003050,5.57604768444611,6.41873033884571,7.04322710829994,5.57604768444611,5.57604768444611,5.57604768444611,5.57604768444611,5.57604768444611,6.94343936954376,5.57604768444611,6.66113400587758
ENSAMXG00000003053,5.57604768444611,6.13783123247231,6.41994672866045,6.79766073097885,5.57604768444611,6.57236687274186,6.50391744671537,5.57604768444611,6.13354150223728,6.13105618398725,6.27813373174553
ENSAMXG00000003054,6.24509475358336,6.36566588062916,6.11429112646709,6.40771186694482,6.45427870147941,6.43781546217253,5.57604768444611,6.12924537267929,5.57604768444611,6.13105618398725,6.49241913809194
ENSAMXG00000003056,6.66600083837136,6.53736142410033,6.15686422485647,6.64496868456083,6.33947749836145,5.57604768444611,6.55817723610011,6.58591373991505,6.83891452195777,6.64796968598924,6.21222670101511
ENSAMXG00000003057,7.05041605523822,6.98436565575177,7.09820764487077,7.31164063916403,8.23879857350473,7.12511975206048,6.96381961500684,6.96412481900953,7.25382932411158,7.12223429196244,6.85190379787177
ENSAMXG00000003058,12.4521069888627,12.5742787162462,12.32966448562,10.1398435626422,12.0506269919268,13.0206970382459,11.9727283640941,9.63014937952313,10.9562488815241,10.2255620636651,12.9320548865573
ENSAMXG00000003059,8.65752199078159,8.90675913809653,8.9708269137568,8.53726247691766,8.5872003800891,8.72809647130233,8.65427797486528,8.53230032369044,8.73529034536675,8.46102535647535,8.34017113376451
ENSAMXG00000003060,9.91829227290306,10.0051998720996,9.81929990637737,9.33698946756292,9.81309832889051,10.0064644176727,9.52782167992094,9.67575122698935,9.77969099429362,9.75265521064679,9.80613964110601
