"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000012648",53.9793190263595,0.920868219006616,0.397791065186808,2.31495450651755,0.0206154219080259,0.0931191271339987
"ENSAMXG00000016135",157.847307420681,0.518261347516985,0.223882200695794,2.3148841038113,0.0206192755345414,0.0931191271339987
"ENSAMXG00000025170",29.9772919125383,-1.11590639290632,0.482135811140895,-2.31450634265418,0.0206399637414108,0.0931870966079702
"ENSAMXG00000025781",26.3245381490099,-1.02535021065094,0.443079994689032,-2.31414241884373,0.0206599112556395,0.0932516857303294
"ENSAMXG00000009774",13.9102345142245,-7.03200148858153,3.0397275285195,-2.31336572854162,0.0207025396893813,0.0934185854561242
"ENSAMXG00000012718",25.6881237975703,1.48899941559534,0.643748593421153,2.31301385480652,0.0207218774088994,0.0934803252433674
"ENSAMXG00000018970",60.182663305554,-0.831627913847692,0.359585113514048,-2.31274288782592,0.020736779513496,0.093522026897292
"ENSAMXG00000016923",1096.9086941535,-0.513732265810703,0.22235029540539,-2.31046360821812,0.0208625010596145,0.0940493014190622
"ENSAMXG00000003182",162.717496413856,-1.31466451534588,0.569016092540146,-2.31041710872725,0.0208650727995463,0.0940493014190622
"ENSAMXG00000003399",11529.9182452097,0.463567950312616,0.20065256114501,2.31030168599542,0.0208714576603894,0.0940524328431233
"ENSAMXG00000009919",87.9547444445271,-0.830998646290162,0.360046556159087,-2.30803109229848,0.0209974072177509,0.0945900521541106
"ENSAMXG00000007814",12.4328135245555,3.28276974790933,1.42237793966318,2.30794478483453,0.0210022077201032,0.0945900521541106
"ENSAMXG00000025386",39.2657923389415,0.998130062465066,0.432539061604186,2.30760675986866,0.0210210181954979,0.0946489811368522
"ENSAMXG00000005860",66.5971204135891,0.946676969288505,0.410274558898423,2.30742303844116,0.0210312481156832,0.0946588692458174
"ENSAMXG00000016981",188.655737537373,0.632127503773452,0.273971547562737,2.30727427500004,0.0210395346940387,0.0946588692458174
"ENSAMXG00000027922",58.0946820819457,-0.970000085537134,0.420412339507823,-2.30725883705676,0.021040394797576,0.0946588692458174
"ENSAMXG00000002354",77.1974339718048,-0.69684673578679,0.30207987187885,-2.30682942048606,0.0210643314258514,0.0947407711939859
"ENSAMXG00000002146",115.989922730282,-0.683422648958623,0.29631135752929,-2.30643420035315,0.0210863828332893,0.0948141517550159
"ENSAMXG00000024866",13.457439293142,1.91870917619557,0.832085579286211,2.30590365217181,0.0211160165240726,0.0949215765913505
"ENSAMXG00000008019",15.5162465946689,-2.42807463374683,1.05315847753735,-2.30551686715232,0.0211376432055716,0.0949747602471914
"ENSAMXG00000012030",23.0546399961114,-1.75014624256937,0.759122297763909,-2.30548654376857,0.0211393395214119,0.0949747602471914
"ENSAMXG00000004453",171.789476786584,0.544289817760564,0.236107131633946,2.30526631700569,0.0211516627522743,0.0950043026174842
"ENSAMXG00000001003",1243.35211217079,0.535021681594263,0.232154100144243,2.30459716740665,0.0211891447670041,0.0951468008296145
"ENSAMXG00000020812",425.232513465695,-0.653950580198274,0.28381559550352,-2.30413899221463,0.0212148425362342,0.0952363205544309
"ENSAMXG00000025045",25.7269807587668,-1.23786555009233,0.537450520007435,-2.30321769913853,0.0212665974841892,0.0954141687440078
"ENSAMXG00000016951",6628.86294806047,-0.44067847670235,0.191337731403344,-2.30314467235629,0.0212707045674799,0.0954141687440078
"ENSAMXG00000008266",115.082000217467,0.617013131645648,0.26790251166333,2.30312559525773,0.0212717775922118,0.0954141687440078
"ENSAMXG00000007774",384.786788165141,-0.528430884590615,0.229472731951815,-2.30280469533773,0.02128983423673,0.0954692539606378
"ENSAMXG00000004038",185.904182653119,0.637858717713231,0.27701000325656,2.30265589767334,0.0212982114278358,0.0954809158369128
"ENSAMXG00000025742",860.887674205045,-0.82752213618817,0.359452480487797,-2.30217394818135,0.0213253645156211,0.0955767218217736
"ENSAMXG00000013515",5386.51287745184,0.560571992170836,0.243520727377467,2.3019477570052,0.0213381185433985,0.09558364491441
"ENSAMXG00000014500",99.7709846121167,-0.774811328070143,0.336590372954013,-2.30194144077912,0.0213384747857809,0.09558364491441
"ENSAMXG00000015855",544.548398311823,0.659098372249149,0.286445953830276,2.30095193678203,0.0213943479499601,0.0958079591614442
"ENSAMXG00000005463",51.142814211881,0.870250623337607,0.378327649534325,2.30025646925034,0.0214336942998818,0.0959581617233872
"ENSAMXG00000011742",10.8208251883497,2.03582045607354,0.885168299853088,2.29992472212508,0.0214524852109786,0.0959625917340539
"ENSAMXG00000012090",167.197205115994,-0.597584181087331,0.259832675867149,-2.29988079479608,0.021454974429846,0.0959625917340539
"ENSAMXG00000024501",181.620242506653,-0.608388555791681,0.264532676015325,-2.29986164641693,0.0214560595849223,0.0959625917340539
"ENSAMXG00000021662",124.643873901227,0.582257566216358,0.253174280424087,2.29982905546737,0.0214579066518884,0.0959625917340539
"ENSAMXG00000017592",153.833198824256,0.573916197041041,0.249654560547622,2.29884122998653,0.0215139566331772,0.0961872299674833
"ENSAMXG00000006402",1308.30196005022,-0.455798485823215,0.198325961632522,-2.29822904712679,0.0215487563013322,0.0963167639006813
"ENSAMXG00000017260",81.1796162229445,-0.80613566906239,0.350800295355419,-2.29799028032642,0.0215623423303848,0.0963514345441824
"ENSAMXG00000019553",36.944105919522,-1.08609057199602,0.472762938913587,-2.29732595895072,0.0216001820123948,0.0964944347251009
"ENSAMXG00000006229",7.45824687737749,-3.31847101614734,1.44459019296151,-2.29717122012592,0.0216090042170966,0.0965077629571438
"ENSAMXG00000020560",45.6761886942832,0.799092566053467,0.347900219471656,2.2969015865153,0.0216243844726664,0.0965503649240147
"ENSAMXG00000017737",117.049281385889,-0.538569712665061,0.234502183151469,-2.29665116728227,0.0216386772487593,0.0965880897231279
"ENSAMXG00000000370",104.992774458173,-0.74234650554799,0.323306433792737,-2.29610805092697,0.0216697040883955,0.0966701312612206
"ENSAMXG00000012760",106.781943966054,0.850014934427512,0.37020254550305,2.29608073945701,0.0216712653444657,0.0966701312612206
"ENSAMXG00000001790",196.109779667478,0.563164241225276,0.245278203583606,2.29602236561275,0.0216746026047603,0.0966701312612206
"ENSAMXG00000021521",848.554803258422,0.450608982667662,0.196293246116804,2.29559086510561,0.0216992855704803,0.0967541114633044
"ENSAMXG00000008091",65.0600909108095,-0.986404146414388,0.429765295859764,-2.29521591416786,0.0217207536143224,0.0968237153428086
"ENSAMXG00000009590",36.2611885801112,-1.10813271694462,0.482854166027307,-2.29496356231491,0.0217352125782163,0.0968620460246258
"ENSAMXG00000020513",202.72654696841,0.513767317615024,0.22388623237035,2.29476958978503,0.0217463322848167,0.0968626351247555
"ENSAMXG00000000551",101.80774332462,-0.688839793473857,0.300179866805145,-2.29475680965973,0.0217470650945591,0.0968626351247555
"ENSAMXG00000015330",547.85742972888,0.541435042622866,0.235956102386619,2.29464310160418,0.0217535860372754,0.0968655774811759
"ENSAMXG00000012209",27.7287143496564,0.791866089620482,0.345156595816529,2.29422267810697,0.0217777113127475,0.0969468866922711
"ENSAMXG00000003470",12.8736308485732,-3.27263061702154,1.42728668187062,-2.29290349205277,0.0218535617403643,0.0972366784267278
"ENSAMXG00000011684",32.8093299217803,-1.09041525196225,0.475564548906039,-2.29288590680399,0.0218545744059104,0.0972366784267278
"ENSAMXG00000019215",6.91845702992224,-3.48821208522869,1.52167237273213,-2.29235422009121,0.0218852114463854,0.0973467868668739
"ENSAMXG00000011492",122.664738990233,-0.567255996101352,0.24750292681174,-2.2919163155304,0.0219104725960038,0.097432930196219
"ENSAMXG00000010230",38.2174250118327,-1.50714082736115,0.657752287823276,-2.29135018647945,0.0219431681558122,0.097552078119263
"ENSAMXG00000018673",170.242781518498,0.620450153658739,0.270803169412019,2.2911480504674,0.0219548523638642,0.097577777553727
"ENSAMXG00000007459",125.847796109086,0.593377352261642,0.259010941629259,2.29093546600432,0.0219671463703873,0.0976061726763795
"ENSAMXG00000002384",62.0592633365928,-1.13345968886264,0.494956894343149,-2.29001697282515,0.0220203327647903,0.097816200018602
"ENSAMXG00000004272",7.18265448223326,-3.30254771559954,1.44264403455684,-2.28923257331046,0.0220658429627132,0.0979857456821803
"ENSAMXG00000025285",32.0583672155985,-1.44709761989039,0.6321721592132,-2.28908786760151,0.022074247598896,0.0979857456821803
"ENSAMXG00000006917",1740.74523746714,0.318543621721407,0.139160021808275,2.28904550015287,0.0220767088648987,0.0979857456821803
"ENSAMXG00000014720",53.9213444466532,1.0658539200448,0.465651746033343,2.28895076443777,0.0220822132413408,0.0979857456821803
"ENSAMXG00000007071",22.8179637137471,-1.23860709115144,0.541227689427888,-2.28851390153509,0.0221076114909104,0.0980721176417762
"ENSAMXG00000003806",1146.28168984566,0.481489690908626,0.210423275588284,2.28819596863758,0.0221261113822239,0.0981278494866593
"ENSAMXG00000010372",364.801198414319,-0.483908313664374,0.211491197724813,-2.28807779647654,0.0221329910200307,0.0981320301958391
"ENSAMXG00000000974",12.0827607404288,-2.45186705925131,1.07173405968145,-2.28775696461497,0.0221516782964256,0.0981885466778273
"ENSAMXG00000008816",760.284280233416,-0.419131888544438,0.183262322794977,-2.28705978486008,0.0221923337697533,0.0983423820054297
"ENSAMXG00000017187",35.2633221558768,-1.02043133850497,0.446238278084131,-2.28674093779239,0.0222109486934849,0.0983909693920873
"ENSAMXG00000004444",553.779071449221,0.525366056591123,0.229751776524656,2.286668092574,0.0222152034467463,0.0983909693920873
"ENSAMXG00000017106",205.265634713737,0.70555681824834,0.308643087163921,2.28599585602777,0.0222545009922094,0.0985175585548072
"ENSAMXG00000002880",61.0999757730755,-0.964561337416941,0.421947408756398,-2.28597525994954,0.0222557059497641,0.0985175585548072
"ENSAMXG00000012601",37.2134960253895,-1.00650355982007,0.440479953565019,-2.28501558736998,0.0223119137930252,0.0987399258594147
"ENSAMXG00000003848",181.980271923249,0.549671706826084,0.240663554307383,2.28398399752721,0.0223724714313715,0.098981418706943
"ENSAMXG00000012098",26.7110300872831,1.29031097212964,0.564992065517711,2.28376830557312,0.0223851512896102,0.0990110156986801
"ENSAMXG00000008452",4.56295349973414,-4.18570360541746,1.83395115721096,-2.28234192004492,0.0224691614376212,0.0993385923839071
"ENSAMXG00000008503",303.685450759696,0.458526954773183,0.200905045188962,2.2823068198308,0.0224712321933226,0.0993385923839071
"ENSAMXG00000016873",69.5191808024546,-0.597130464782341,0.261809916169353,-2.2807786409285,0.0225615489027519,0.0997088013596667
"ENSAMXG00000013518",26.1270879365584,-1.2751533318232,0.559112590446365,-2.28067361317189,0.0225677677059722,0.0997088013596667
"ENSAMXG00000006235",147.13543561424,0.737443300308613,0.323357216042866,2.28058402200882,0.0225730736697848,0.0997088013596667
"ENSAMXG00000001836",865.329705407745,0.685416518929319,0.300605723716046,2.28011799128871,0.0226006914529699,0.0998041221015602
"ENSAMXG00000010529",159.144883267097,-0.656164818719143,0.287817321342168,-2.27979614173071,0.0226197819519957,0.0998528752350367
"ENSAMXG00000012563",66.6752445714864,1.09331957167143,0.479583299522939,2.2797281989573,0.0226238137670284,0.0998528752350367
"ENSAMXG00000005084",78.4041960684995,0.834515658884144,0.366081347525498,2.27959076452541,0.0226319712194636,0.0998551500015908
"ENSAMXG00000014649",62.7327816348803,0.914588702911103,0.401221402492974,2.27951125545233,0.0226366916659366,0.0998551500015908
"ENSAMXG00000024922",59.296368796521,-0.944622808106047,0.41441471791659,-2.27941423715596,0.0226424527924231,0.0998551500015908
"ENSAMXG00000007525",194.026295906518,0.526105992841261,0.230822165427369,2.2792698087169,0.0226510315815462,0.0998663379598233
"ENSAMXG00000006126",17.4808905290881,1.92285295682181,0.84393468379181,2.2784381229391,0.0227004872048221,0.100057694135601
"ENSAMXG00000002273",21.4263816211831,-2.32523219373212,1.02073368925946,-2.27800083234156,0.0227265280075505,0.100101023528237
"ENSAMXG00000026354",15.0057129433434,-1.27724474985624,0.560706802576784,-2.27791912633579,0.0227313965048363,0.100101023528237
"ENSAMXG00000021272",41.0710958524213,-1.63332282861616,0.717036792242328,-2.27787868947199,0.0227338062928187,0.100101023528237
"ENSAMXG00000012528",422.827448978568,0.608936362963008,0.26732752063713,2.27786634728707,0.0227345418552243,0.100101023528237
"ENSAMXG00000012166",4450.24238504422,-0.346250337843033,0.152020770974346,-2.27765150527663,0.0227473491986961,0.100130741652529
"ENSAMXG00000012788",610.011560420458,-0.831604267458286,0.365146415936985,-2.27745427905774,0.0227591119333609,0.100155846950618
"ENSAMXG00000020944",196.742424466184,0.55883271650802,0.245406904355024,2.27716786525114,0.022776203299696,0.100204382310534
"ENSAMXG00000014332",147.036327717178,-0.567744069299299,0.249410308761407,-2.27634564152045,0.0228253303912102,0.100393796177837
"ENSAMXG00000011511",47.7900468679888,1.02327610146335,0.449599223238693,2.27597390870067,0.0228475712788474,0.1004648857856
"ENSAMXG00000014407",24.4940649004308,-1.14303058594168,0.50274961395877,-2.27355835629824,0.022992553694179,0.101075510641246
"ENSAMXG00000005206",16.1281942126549,-1.80050999363605,0.792312425766337,-2.27247476510869,0.0230578504718184,0.101279068061027
"ENSAMXG00000018275",24.7062155843233,1.90560545189719,0.83856422620835,2.27246213508722,0.0230586125004536,0.101279068061027
"ENSAMXG00000019303",98.8602584195965,0.534647937409865,0.235277055363119,2.27241851775434,0.0230612443076147,0.101279068061027
"ENSAMXG00000004842",317.021632471613,0.426853385442921,0.187847642630585,2.27233826022697,0.0230660876130736,0.101279068061027
"ENSAMXG00000019281",386.059572947233,0.478829620115355,0.210726337139905,2.27228179739797,0.0230694955078811,0.101279068061027
"ENSAMXG00000007477",121.739017631938,0.856692415751082,0.377089774351098,2.27185268342344,0.0230954095882706,0.101362213646024
"ENSAMXG00000009717",128.835702548248,-0.701666990705209,0.308866828154841,-2.27174603014815,0.0231018542725333,0.101362213646024
"ENSAMXG00000003655",483.200682168994,0.497540578294571,0.219020352117723,2.27166367638357,0.0231068316908597,0.101362213646024
"ENSAMXG00000024961",15.9033004277129,-1.74308066916183,0.767437932734424,-2.27129855694145,0.0231289105373447,0.101432147060698
"ENSAMXG00000008492",226.332323348278,-0.506763671618799,0.223133016912036,-2.27112813079822,0.0231392225103834,0.101434895690817
"ENSAMXG00000024841",672.629456694524,-0.696614140110091,0.306731816999026,-2.27108536351253,0.0231418108566805,0.101434895690817
"ENSAMXG00000007667",193.939182023626,-0.386640135785079,0.170330239863196,-2.26994417489,0.0232109703865998,0.101711062969276
"ENSAMXG00000025757",21.9254112232389,-1.23396686400431,0.543645386639918,-2.26980104003278,0.0232196574509877,0.101722162207097
"ENSAMXG00000016507",1498.26548466598,0.474205868200974,0.208999094801324,2.26893742602932,0.0232721313734993,0.101883741310804
"ENSAMXG00000004796",333.9437771923,0.53600391448908,0.236241790809302,2.26887847680494,0.0232757169292085,0.101883741310804
"ENSAMXG00000007315",92.1846882271755,0.698180184821381,0.307731471990652,2.26879681920408,0.0232806845023428,0.101883741310804
"ENSAMXG00000018307",244.199353091777,0.654842324267291,0.288631884908567,2.26878026478167,0.02328169168925,0.101883741310804
"ENSAMXG00000004707",300.213747689837,0.335557843346319,0.147912249642715,2.26862781248251,0.0232909688115214,0.101883741310804
"ENSAMXG00000002412",29.1859912647924,-1.06357090262534,0.468840667228236,-2.2685124754922,0.0232979895021569,0.101883741310804
"ENSAMXG00000004898",28.6502336322276,-1.70652399058243,0.752278439621985,-2.26847387975115,0.0233003392779915,0.101883741310804
"ENSAMXG00000015193",142.060442843439,0.804082505999111,0.354473818167667,2.26838334677451,0.0233058518903835,0.101883741310804
"ENSAMXG00000008470",130.479952644498,0.701878487180824,0.309445988465208,2.26817768962527,0.0233183786967596,0.101907373832452
"ENSAMXG00000009475",117.013087693019,-0.559138646999826,0.246523774701844,-2.26809218573775,0.0233235885539456,0.101907373832452
"ENSAMXG00000017855",72.268618707577,0.680748567870188,0.300316065802128,2.26677372737934,0.0234040518607013,0.102231916809073
"ENSAMXG00000006166",152.30766458869,0.762371767658059,0.336401399642657,2.26625622981322,0.0234356996545454,0.102343112177009
"ENSAMXG00000004081",269.732190602367,-0.499763975772384,0.220538213616851,-2.26611056458742,0.0234446145727031,0.102346935240384
"ENSAMXG00000010367",11.6397492545646,-2.48824984975621,1.09806106403666,-2.26603959583902,0.0234489590268822,0.102346935240384
"ENSAMXG00000013692",207.427647624247,-0.439673683728781,0.1940372510231,-2.26592410174085,0.0234560306583375,0.10235077369368
"ENSAMXG00000010579",203.300127919918,0.608111425783912,0.268401111880873,2.26568147025344,0.0234708928617225,0.102388595437163
"ENSAMXG00000024779",149.899739420459,-0.983267244054075,0.434018157507042,-2.26549794529765,0.0234821399688152,0.102410631014392
"ENSAMXG00000005800",50.2434547652441,1.06504480304447,0.470162319467906,2.26527043734556,0.0234960890142892,0.10244059041126
"ENSAMXG00000010838",12.4585962469581,-1.5993904084953,0.706075343754904,-2.26518376918496,0.0235014047334683,0.10244059041126
"ENSAMXG00000016335",533.293871868816,0.587704592892659,0.259475972497739,2.26496730019109,0.0235146862374375,0.102471460273821
"ENSAMXG00000018206",543.671478637906,0.573920136968416,0.25343602407951,2.26455626840311,0.023539923113511,0.102554398825309
"ENSAMXG00000025526",34.95584025036,-1.20202245053115,0.531000346383832,-2.26369428705094,0.023592924113214,0.102758219411677
"ENSAMXG00000020729",191.091835529054,0.690122740080255,0.304938324500881,2.26315515181583,0.0236261267537334,0.102875724212977
"ENSAMXG00000012740",852.570309638011,0.500385862706771,0.22116061588233,2.26254507707197,0.0236637470941108,0.10301239813499
"ENSAMXG00000012052",56.2876421778333,0.931065069823639,0.411542501109081,2.26237889723292,0.0236740035987183,0.103029911922911
"ENSAMXG00000003570",536.694592395709,-0.363833298942312,0.160843472618825,-2.26203334843773,0.0236953429801821,0.103095636777949
"ENSAMXG00000026342",27.4344429326932,-1.62093451908703,0.716829024887015,-2.26125681691323,0.0237433586182394,0.103277361737073
"ENSAMXG00000018683",33.9308333063691,-1.8039034784623,0.798201790754484,-2.25995919748213,0.0238237833157937,0.103582408411921
"ENSAMXG00000014258",260.756613216738,-0.451696978734248,0.199872717902141,-2.25992313245774,0.0238260219482196,0.103582408411921
"ENSAMXG00000020165",109.978472390509,0.785518210672542,0.34761077266279,2.25976371403931,0.0238359195730384,0.10359818948797
"ENSAMXG00000014912",1138.97069191999,0.430803772562721,0.190654317561325,2.25960669589426,0.0238456716609908,0.10361332988552
"ENSAMXG00000004925",30.1585207508565,-0.971358327039915,0.429907956073875,-2.25945650299386,0.0238550030846939,0.103626634950567
"ENSAMXG00000010614",131.818003401202,0.820153565149731,0.363070260544878,2.25893898310174,0.0238871806485596,0.103739151061493
"ENSAMXG00000001519",168.875704081069,-0.904871836616666,0.400597629399658,-2.25880477119328,0.0238955316171337,0.10374815920662
"ENSAMXG00000001036",579.135776518213,-0.455397678572357,0.201701537185681,-2.25777991048789,0.0239593843040694,0.103998073309339
"ENSAMXG00000010328",71.0431628884331,1.04123472677578,0.461255068029,2.2573946585023,0.0239834251939909,0.104075094521259
"ENSAMXG00000008613",107.526410107857,-0.726066233776513,0.321712789478105,-2.25687711997514,0.024015754090298,0.10416536254312
"ENSAMXG00000010928",7.10963086694243,-3.25718185155755,1.44323618004747,-2.25685989347247,0.024016830821697,0.10416536254312
"ENSAMXG00000012460",83.9676344921739,0.989448956865161,0.43848922100213,2.2564955065574,0.0240396164000104,0.10423683616888
"ENSAMXG00000000053",22.4998111231725,-1.47679576980365,0.654520265205921,-2.25630259032397,0.0240516872854582,0.104261825109189
"ENSAMXG00000002143",726.467071768783,-0.493542222731177,0.21876200335926,-2.25606922204247,0.0240662963040247,0.104297800631679
"ENSAMXG00000006822",458.970383543177,-0.617627670794066,0.273838362301325,-2.25544611647379,0.0241053408554678,0.104439627522943
"ENSAMXG00000010339",928.356351481625,0.677768810369747,0.300548851733918,2.25510364275087,0.0241268240549319,0.104505313103766
"ENSAMXG00000002262",165.186400910823,0.903296156622485,0.400620478428101,2.25474284331823,0.0241494747710744,0.10456737906363
"ENSAMXG00000015416",84.0863965355909,0.874472278161848,0.387848673625377,2.25467389120557,0.0241538056304035,0.10456737906363
"ENSAMXG00000020632",147.903142681249,-0.621869617574896,0.275894010088701,-2.25401637888028,0.0241951375980878,0.104718886975332
"ENSAMXG00000008329",128.146809593515,-0.543496539342118,0.241170627758409,-2.25357683227728,0.0242228021770881,0.104808518535875
"ENSAMXG00000013008",115.813115461808,0.651018489969255,0.288893970531121,2.25348590270811,0.0242285286058188,0.104808518535875
"ENSAMXG00000014801",67.893295297071,0.882504116030272,0.391788355251122,2.25250215888785,0.024290556443442,0.1050493478424
"ENSAMXG00000014845",17.1186761684602,-1.93910016466208,0.860947765139745,-2.25228549649273,0.0243042361031539,0.105053799832352
"ENSAMXG00000025890",111.716766426865,-1.39870391869693,0.621015640751943,-2.25228452701021,0.0243042973294764,0.105053799832352
"ENSAMXG00000019429",1215.26501742561,0.721613292468242,0.320433594185972,2.25199013324874,0.0243228955439698,0.105106703384648
"ENSAMXG00000018977",9.45413352861007,-2.91237995073612,1.29339911534096,-2.25172563997647,0.0243396153248749,0.105133506034425
"ENSAMXG00000002411",74.7755963863751,-0.877387468807347,0.389657173474061,-2.25169079009848,0.0243418190812357,0.105133506034425
"ENSAMXG00000018601",35.2768815044959,-1.90775632117644,0.847441236200476,-2.25119600000811,0.0243731261409176,0.105241223088617
"ENSAMXG00000016893",4.0659095912231,-5.25515120727167,2.33457200671178,-2.25101268762041,0.0243847337983499,0.105263845639312
"ENSAMXG00000017093",173.350299721376,0.860225126325714,0.382182665394397,2.25082193468403,0.0243968176905987,0.105288511646973
"ENSAMXG00000002628",15.3578478044751,-1.54502066534622,0.686513370295846,-2.25053252011744,0.0244151615488316,0.105340173646734
"ENSAMXG00000009619",29.6518930719394,-0.883216133901056,0.392524958287754,-2.25008910962952,0.0244432892598933,0.105434010484545
"ENSAMXG00000004800",29.5785136791795,-0.963259394824697,0.428204997226405,-2.24952861611606,0.0244788843037428,0.105559999649508
"ENSAMXG00000002936",142.400769140738,0.680006522565528,0.302330042229144,2.24921915649432,0.0244985562750055,0.10560281244834
"ENSAMXG00000004094",59.2403733649647,0.812528583820122,0.361256846218737,2.24917144775201,0.0245015902800764,0.10560281244834
"ENSAMXG00000002216",66.0277794469886,1.1702327219334,0.520389600993802,2.24876269567757,0.0245275979379448,0.105663359632631
"ENSAMXG00000001703",85.6309603477775,-0.861035606393027,0.382910144326263,-2.24866230145987,0.0245339893761315,0.105663359632631
"ENSAMXG00000002081",30.6520043964409,1.47098218284973,0.654162554787343,2.24864931825381,0.0245348160366651,0.105663359632631
"ENSAMXG00000019661",457.148862730048,0.794545825529153,0.353394890687729,2.24832290014979,0.0245556075078002,0.105707004789254
"ENSAMXG00000009849",6.38666825208888,-2.87122195611448,1.27710646943233,-2.24822442359932,0.0245618830499092,0.105707004789254
"ENSAMXG00000005984",240.069729697996,0.879500525436278,0.391204508084996,2.24818606958689,0.0245643275835904,0.105707004789254
"ENSAMXG00000012494",994.878136992512,-0.424035781732592,0.188620570179548,-2.24808874943466,0.0245705313328281,0.105707004789254
"ENSAMXG00000025865",89.3762683648347,-0.642388693407679,0.285937858750349,-2.24660244787153,0.024665445600742,0.106087731026455
"ENSAMXG00000024341",30.5793768954599,-0.974771861087184,0.433940888129708,-2.24632406798185,0.0246832580349836,0.106125942190466
"ENSAMXG00000020656",2315.58557578544,-0.317055671949039,0.141149744037804,-2.24623625150976,0.0246888793771946,0.106125942190466
"ENSAMXG00000025138",21.2743607970364,-1.3911563731437,0.619355157946752,-2.24613673640109,0.0246952509174883,0.106125942190466
"ENSAMXG00000015058",1608.10152711259,0.584786776437444,0.260360878485745,2.24606238786163,0.0247000120761523,0.106125942190466
"ENSAMXG00000003409",123.074985809527,0.717015491811014,0.319275027206838,2.24576127385781,0.0247193030561672,0.1061812266672
"ENSAMXG00000021655",10.7667749616571,-3.13050005695864,1.39404577041972,-2.24562214769757,0.0247282206322476,0.106191935263814
"ENSAMXG00000011299",282.372022517014,-0.412436456721929,0.18367152143063,-2.24551119035457,0.0247353346676291,0.10619489525227
"ENSAMXG00000019307",207.057396802811,0.707897190994508,0.315303332485597,2.24513069815665,0.0247597434078188,0.106272084857917
"ENSAMXG00000001570",102.007925221803,0.763183756848759,0.339966526908933,2.24487911732908,0.0247758938828028,0.106313798024104
"ENSAMXG00000013283",200.681559617482,-0.529813826122217,0.236031028135018,-2.24467872003313,0.0247887651095201,0.106330614450406
"ENSAMXG00000002048",1002.70570767586,-0.290547783426753,0.129445037364073,-2.24456486971816,0.0247960801290737,0.106330614450406
"ENSAMXG00000016754",235.864940986508,0.529980426119321,0.236122186775838,2.24451769380934,0.024799111785729,0.106330614450406
"ENSAMXG00000018406",47.0005346836591,1.08126907625711,0.481807920597317,2.24419116007188,0.0248201045651697,0.106393026026372
"ENSAMXG00000025087",35.0344855237122,-0.930358781759469,0.414623631455363,-2.24386337675408,0.024841193157541,0.106442828156155
"ENSAMXG00000015529",63.4555121120912,1.4697068302598,0.655004907327371,2.2438104109123,0.0248446022763897,0.106442828156155
"ENSAMXG00000010790",69.6246015386502,0.761968009897952,0.339627471636098,2.24354056586559,0.0248619770038253,0.106489665171347
"ENSAMXG00000021091",10.2249011393006,-2.15674271868732,0.961439451543769,-2.24324341509418,0.024881122059798,0.106513070654944
"ENSAMXG00000011466",571.507057097596,-0.385699789961918,0.171938921858581,-2.24323722513018,0.0248815210072191,0.106513070654944
"ENSAMXG00000008093",96.7016053182109,0.764131824048548,0.340650366534933,2.24315573713081,0.0248867734811177,0.106513070654944
"ENSAMXG00000011959",63.6604399074166,-1.04248431404204,0.46477785156613,-2.24297330548187,0.024898535963488,0.106535827320863
"ENSAMXG00000006407",48.0641290378359,-0.889699497475124,0.396711558978624,-2.24268609607885,0.0249170638635002,0.106587512577587
"ENSAMXG00000004598",26.9801206626093,-1.21191868935046,0.540648649455676,-2.24160125170129,0.0249871550138272,0.106845487576445
"ENSAMXG00000025565",109.835311662155,-0.587086481498362,0.261910636651007,-2.2415526494277,0.0249902991693711,0.106845487576445
"ENSAMXG00000007515",51.7238342193017,-0.961580476869812,0.429025308823596,-2.2413141068682,0.0250057358201643,0.106871144929464
"ENSAMXG00000021192",146.561656265151,-0.668509581023534,0.298283941897816,-2.24118528396191,0.0250140756865325,0.106871144929464
"ENSAMXG00000026105",10.2977336468114,-2.16542931402327,0.966236784701342,-2.24109591800791,0.0250198625639149,0.106871144929464
"ENSAMXG00000003700",10.9309399330593,1.81550135486279,0.81010817724364,2.24106039892099,0.0250221629183268,0.106871144929464
"ENSAMXG00000016220",90.2602179258822,1.04757712512716,0.467654650395545,2.24006566435534,0.0250866602205616,0.107118937428484
"ENSAMXG00000005960",21.8880466804359,-1.4390536435675,0.642490589034,-2.23980501524722,0.0251035841503619,0.107125571712611
"ENSAMXG00000007091",186.056091414028,-0.635218934702246,0.28361045215223,-2.23975854867749,0.0251066022596019,0.107125571712611
"ENSAMXG00000008800",90.1171561088549,-0.593501087446215,0.264986326801142,-2.23974230901207,0.0251076571368295,0.107125571712611
"ENSAMXG00000017463",87.1094549472036,0.795283440480897,0.35513250988588,2.23939914916958,0.0251299566867082,0.1071930462128
"ENSAMXG00000010348",124.727888503301,0.630645818333811,0.281632213301056,2.23925314132893,0.0251394499097674,0.107205873983113
"ENSAMXG00000025540",7.18532766087355,-2.13991391898843,0.956153054902191,-2.23804537151987,0.0252180965137301,0.107513354349552
"ENSAMXG00000015400",97.0862712201769,0.913608124056399,0.408235065823352,2.23794622398196,0.0252245621736078,0.107513354349552
"ENSAMXG00000002978",177.847531539072,-0.536850843686139,0.239902180948776,-2.23779059266147,0.0252347141765977,0.107528896783961
"ENSAMXG00000009831",22.148420199476,-1.58416018293992,0.708071639232008,-2.23728800190068,0.0252675228816526,0.107640949925473
