gene_id,CHOY-16-01,CHOY-16-04,CHOY-16-05,CHOY-16-08,CHOY-16-11,CHOY-16-12,CHOY-16-R-01,CHOY-16-R-03,CHOY-16-R-04,CHOY-16-R-05,CHOY-16-R-2
ENSAMXG00000020559,14,17,13,35,10,17,17,29,7,17,10
ENSAMXG00000020560,47,28,49,43,31,24,42,61,54,68,50
ENSAMXG00000020561,0,51,43,80,47,52,29,22,0,11,20
ENSAMXG00000020562,456,268,144,373,204,351,178,118,153,174,161
ENSAMXG00000020563,2882,1601,821,934,1164,2942,3655,1051,1171,3075,3297
ENSAMXG00000020564,0,7,0,31,11,0,0,0,0,0,0
ENSAMXG00000020565,244,107,106,283,178,157,305,201,191,230,327
ENSAMXG00000020566,160,124,108,119,132,140,94,139,105,125,114
ENSAMXG00000020567,0,0,0,7,0,0,0,0,0,0,0
ENSAMXG00000020568,85,51,27,83,27,0,71,47,20,57,31
ENSAMXG00000020569,0,504,0,0,0,0,364,0,0,0,0
ENSAMXG00000020570,395,159,179,432,132,138,254,341,209,236,165
ENSAMXG00000020571,20,49,43,75,57,27,20,45,43,22,21
ENSAMXG00000020572,119,173,15,167,22,207,618,201,1706,4466,1289
ENSAMXG00000020573,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020574,0,0,0,5,0,0,0,4,5,0,0
ENSAMXG00000020575,294,174,188,350,174,194,236,267,121,137,218
ENSAMXG00000020576,0,0,23,40,7,23,0,0,4,11,10
ENSAMXG00000020577,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020578,0,0,9,0,3,0,0,0,0,0,0
ENSAMXG00000020579,422,226,83,399,130,357,842,431,397,727,996
ENSAMXG00000020580,763,528,520,1287,471,499,997,820,610,951,907
ENSAMXG00000020581,37,30,20,42,17,22,19,0,12,13,8
ENSAMXG00000020582,27,20,17,7,9,12,14,25,14,0,9
ENSAMXG00000020583,77,83,119,210,77,153,100,172,77,95,135
ENSAMXG00000020584,1057,647,574,1071,602,717,679,530,420,532,509
ENSAMXG00000020585,782,642,465,455,387,795,396,388,197,237,319
ENSAMXG00000020586,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020587,0,9,4,4,0,0,0,0,0,9,0
ENSAMXG00000020588,364,149,125,121,161,280,260,165,196,380,231
ENSAMXG00000020589,138,89,110,269,94,145,51,59,34,42,61
ENSAMXG00000020590,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020591,7,0,0,8,0,0,6,0,0,0,0
ENSAMXG00000020592,180,226,168,165,146,225,205,109,117,132,110
ENSAMXG00000020593,0,0,4,0,0,0,0,0,0,0,0
ENSAMXG00000020594,519,1606,424,299,524,759,1737,283,1471,1276,2151
ENSAMXG00000020595,197,102,106,111,140,148,165,121,104,169,98
ENSAMXG00000020596,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020597,1085,846,989,830,1081,1137,1074,853,763,624,870
ENSAMXG00000020598,986,509,540,239,404,809,756,362,304,620,361
ENSAMXG00000020599,0,0,17,23,23,56,57,0,30,68,0
ENSAMXG00000020600,0,0,0,0,0,11,0,0,0,0,11
ENSAMXG00000020601,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020602,1171,820,651,666,711,1089,599,465,392,456,602
ENSAMXG00000020603,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020604,72,52,26,76,28,55,92,86,58,71,48
ENSAMXG00000020605,21,30,49,33,30,75,31,31,32,39,38
ENSAMXG00000020606,0,10,18,32,7,7,32,20,7,6,27
ENSAMXG00000020607,741,454,435,1209,318,460,913,850,456,718,647
ENSAMXG00000020608,419,232,376,397,237,296,281,235,164,278,274
ENSAMXG00000020609,159,101,57,117,108,77,115,95,47,89,82
ENSAMXG00000020610,13,23,27,120,9,25,26,7,12,7,23
ENSAMXG00000020611,230,147,170,228,192,269,148,188,99,104,153
ENSAMXG00000020612,283,2240,1208,753,1341,1892,2294,298,383,360,1378
ENSAMXG00000020613,103,47,42,31,27,64,76,31,31,47,53
ENSAMXG00000020614,1084,1021,557,1017,720,842,984,1095,609,709,895
ENSAMXG00000020615,24,4,0,29,0,7,5,7,0,0,0
ENSAMXG00000020616,352,153,87,231,141,117,206,158,124,282,167
ENSAMXG00000020617,1679,1142,1370,1253,1776,1630,1655,1703,1740,2042,1714
ENSAMXG00000020618,101,78,34,143,58,91,47,64,33,44,41
ENSAMXG00000020619,678,475,383,476,378,565,526,481,303,377,363
ENSAMXG00000020620,49,14,0,14,0,13,18,7,16,0,10
ENSAMXG00000020621,638,258,507,562,244,743,345,290,243,304,345
ENSAMXG00000020622,867,585,447,991,386,636,995,847,539,837,779
ENSAMXG00000020623,0,35,0,0,13,15,0,0,0,0,0
ENSAMXG00000020624,96,51,67,32,41,80,34,49,103,23,40
ENSAMXG00000020625,5860,5308,4895,3777,6713,5890,3704,4053,3613,5066,4566
ENSAMXG00000020626,902,320,276,1110,339,183,784,548,496,738,607
ENSAMXG00000020627,326,226,107,425,147,253,366,347,237,335,285
ENSAMXG00000020628,93,75,145,78,80,94,101,139,65,56,134
ENSAMXG00000020629,28672,19649,29179,24784,39679,27140,20002,25078,15426,25133,18073
ENSAMXG00000020630,95,82,82,138,76,83,36,39,11,22,31
ENSAMXG00000020631,4522,2259,1989,2694,1831,3266,5776,2921,2664,3728,3550
ENSAMXG00000020632,294,188,171,135,143,227,153,85,107,71,123
ENSAMXG00000020633,0,0,7,50,0,7,0,67,0,16,0
ENSAMXG00000020634,755,628,519,1006,705,546,657,814,491,658,726
ENSAMXG00000020635,21,58,31,117,92,60,8,38,0,20,75
ENSAMXG00000020636,178,241,267,185,137,250,99,232,235,66,145
ENSAMXG00000020637,35,33,29,27,26,62,23,10,14,0,12
ENSAMXG00000020638,39,40,9,26,31,51,37,42,28,35,37
ENSAMXG00000020639,147,129,112,178,114,136,173,131,104,137,133
ENSAMXG00000020640,33,9,8,6,31,0,15,25,7,14,19
ENSAMXG00000020641,870,628,630,423,482,655,550,499,516,424,554
ENSAMXG00000020642,21,9,18,20,15,15,11,8,7,8,10
ENSAMXG00000020643,377,324,203,217,192,373,244,217,127,131,248
ENSAMXG00000020644,805,645,802,884,461,692,622,868,456,386,468
ENSAMXG00000020645,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020646,70,88,39,208,62,64,84,24,26,41,16
ENSAMXG00000020647,215,234,199,343,253,276,217,272,124,190,211
ENSAMXG00000020648,37,17,19,80,0,7,7,11,37,7,22
ENSAMXG00000020649,614,409,333,517,298,560,320,210,184,269,234
ENSAMXG00000020650,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020651,164439,153551,157978,160064,158333,199645,131502,143291,100802,122506,154781
ENSAMXG00000020652,346,235,212,493,237,280,396,302,257,255,330
ENSAMXG00000020653,1088,2864,443,1553,514,1227,1367,388,489,857,916
ENSAMXG00000020654,236,78,55,190,54,85,70,99,94,107,70
ENSAMXG00000020655,74,53,43,24,44,44,40,25,12,39,38
ENSAMXG00000020656,4345,2393,2073,2949,2541,2661,2298,2371,1365,2109,1647
ENSAMXG00000020657,41132,38630,39401,77411,45943,31710,37770,56533,41534,75167,64087
ENSAMXG00000020658,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020659,123,99,97,161,58,103,41,31,39,34,43
ENSAMXG00000020660,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020661,1493,1347,1249,1946,834,1310,1166,1168,784,938,947
ENSAMXG00000020662,3153,2514,2915,2434,3081,3718,2669,3138,2390,3086,3404
ENSAMXG00000020663,9,7,12,7,14,34,14,0,0,27,16
ENSAMXG00000020664,0,5,11,42,0,0,0,11,7,0,0
ENSAMXG00000020665,0,0,0,2955,0,267,0,46,36,0,0
ENSAMXG00000020666,263,234,156,248,138,272,138,157,102,141,122
ENSAMXG00000020667,16950,47734,15703,7578,0,3973,42326,0,0,16895,45483
ENSAMXG00000020668,152,135,101,210,145,213,156,209,169,219,174
ENSAMXG00000020669,314,103,65,80,104,99,88,86,59,137,29
ENSAMXG00000020670,34,0,0,36,0,45,41,41,0,39,0
ENSAMXG00000020671,27,30,22,29,6,0,33,44,17,47,34
ENSAMXG00000020672,2177,1789,2235,7059,2368,1151,2857,3214,2112,3148,4418
ENSAMXG00000020673,692,485,532,735,816,720,515,470,328,515,517
ENSAMXG00000020674,0,0,0,30,0,0,19,0,0,0,0
ENSAMXG00000020675,1932,759,1471,1056,721,916,1455,1115,1049,777,884
ENSAMXG00000020676,50,10,15,158,51,20,64,66,38,51,59
ENSAMXG00000020677,651,596,420,1079,461,815,1019,597,555,837,884
ENSAMXG00000020678,0,0,0,0,6,0,0,0,0,0,0
ENSAMXG00000020679,95,88,47,34,89,120,131,69,34,65,103
ENSAMXG00000020680,314,240,146,271,121,296,262,147,80,215,139
ENSAMXG00000020681,44,56,33,51,49,44,78,62,31,59,46
ENSAMXG00000020682,43,12,4,59,11,12,17,3,0,7,7
ENSAMXG00000020683,3735,2131,2291,2475,1865,2876,2615,2028,1452,2235,1984
ENSAMXG00000020684,313,203,177,181,149,201,346,245,183,287,281
ENSAMXG00000020685,280,177,111,341,144,128,347,219,176,266,259
ENSAMXG00000020686,0,0,0,0,0,0,0,0,5,0,0
ENSAMXG00000020687,1011,2807,1394,839,1904,2163,1652,1589,1015,3120,995
ENSAMXG00000020688,278,160,157,177,182,188,257,167,185,174,306
ENSAMXG00000020689,0,6,5,5,0,0,0,0,0,0,0
ENSAMXG00000020690,237,168,230,169,138,247,226,282,191,279,196
ENSAMXG00000020691,20,35,19,55,24,75,83,73,31,38,91
ENSAMXG00000020692,106,67,116,148,74,67,90,67,66,70,65
ENSAMXG00000020693,46,31,21,36,32,46,28,42,0,58,31
ENSAMXG00000020694,860,1597,534,631,1745,1699,1984,554,613,864,916
ENSAMXG00000020695,72,39,59,61,63,90,86,62,31,89,85
ENSAMXG00000020696,0,4,0,24,0,0,0,0,0,0,0
ENSAMXG00000020697,12,10,8,16,0,0,0,2,0,0,0
ENSAMXG00000020698,798,537,583,726,478,502,475,691,430,571,544
ENSAMXG00000020699,59,0,13,20,7,11,17,34,14,23,32
ENSAMXG00000020700,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020701,66,64,82,56,99,99,0,119,65,73,56
ENSAMXG00000020702,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020703,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020704,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020705,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020706,52,50,70,55,26,27,75,87,34,21,50
ENSAMXG00000020707,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020708,128,105,149,156,161,111,166,177,117,137,144
ENSAMXG00000020709,0,0,0,6,0,0,0,0,0,0,0
ENSAMXG00000020710,313,139,109,359,173,219,282,196,204,354,246
ENSAMXG00000020711,37,20,34,87,32,31,34,23,17,10,17
ENSAMXG00000020712,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020713,180,66,79,66,40,64,105,41,21,34,58
ENSAMXG00000020714,173,125,125,186,176,147,189,114,88,159,150
ENSAMXG00000020715,0,0,0,0,0,0,0,0,32,0,0
ENSAMXG00000020716,413075,311410,552596,315804,343838,381211,411977,395612,286395,242468,327150
ENSAMXG00000020717,27454,19777,25112,24855,28668,24781,35482,32870,27528,21964,24997
ENSAMXG00000020718,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020719,1303,1369,1316,1002,1214,1223,1882,2176,1651,1277,1311
ENSAMXG00000020720,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020721,3242,2389,3382,3654,4220,3759,3041,4493,2869,4614,3264
ENSAMXG00000020722,126,49,64,49,17,102,82,37,24,37,37
ENSAMXG00000020723,6337,6177,2644,3027,4237,7527,10371,2995,1187,2448,4644
ENSAMXG00000020724,68,102,66,45,106,140,117,64,47,107,114
ENSAMXG00000020725,115,81,65,82,17,68,34,43,11,18,38
ENSAMXG00000020726,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020727,125,182,74,219,122,157,213,137,82,198,110
ENSAMXG00000020728,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020729,145,179,102,182,115,261,308,133,124,341,268
ENSAMXG00000020730,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020731,114,98,66,126,95,77,0,57,0,38,0
ENSAMXG00000020732,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020733,40,30,40,132,39,10,52,85,50,65,33
ENSAMXG00000020734,31,17,0,0,0,0,0,0,0,0,0
ENSAMXG00000020735,254,109,114,432,345,290,389,221,129,233,319
ENSAMXG00000020736,1360,638,1083,817,885,587,776,885,1355,403,831
ENSAMXG00000020737,13,15,8,0,0,25,5,0,0,0,5
ENSAMXG00000020738,1011,645,525,601,555,783,652,624,456,561,719
ENSAMXG00000020739,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020740,1939,1036,577,1375,1032,1374,1674,813,790,1381,1041
ENSAMXG00000020741,34,52,46,91,79,26,30,47,16,0,42
ENSAMXG00000020742,0,0,0,69,4,0,13,14,8,19,39
ENSAMXG00000020743,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020744,607,569,480,390,637,764,635,316,182,226,441
ENSAMXG00000020745,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020746,23,130,0,168,6,75,22,86,12,44,20
ENSAMXG00000020747,333,128,300,301,324,210,203,219,109,253,167
ENSAMXG00000020748,66,35,13,31,0,41,121,24,45,82,70
ENSAMXG00000020749,417,157,266,180,183,192,486,129,74,239,179
ENSAMXG00000020750,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020751,46,29,10,15,0,6,24,0,16,7,25
ENSAMXG00000020752,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020753,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020754,14,14,10,16,6,10,11,23,0,17,24
ENSAMXG00000020755,20,6,0,44,6,24,19,3,0,18,0
ENSAMXG00000020756,543,414,1056,573,1620,1051,1396,1030,1590,765,1142
ENSAMXG00000020757,0,12,9,15,17,13,0,0,0,0,0
ENSAMXG00000020758,0,12,10,65,19,15,0,7,0,14,0
ENSAMXG00000020759,31,71,49,88,62,61,12,17,7,6,17
ENSAMXG00000020760,21,11,14,20,29,0,21,26,0,13,16
ENSAMXG00000020761,15,17,7,10,9,6,11,5,0,10,22
ENSAMXG00000020762,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020763,87,48,38,277,31,40,100,63,60,36,118
ENSAMXG00000020764,0,0,0,0,0,0,0,0,0,19,0
ENSAMXG00000020765,279,86,83,151,122,164,129,70,98,144,82
ENSAMXG00000020766,360,179,89,231,105,112,183,178,86,138,96
ENSAMXG00000020767,24,25,0,31,5,22,0,0,0,0,0
ENSAMXG00000020768,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020769,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020770,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020771,27,6,0,9,0,0,0,10,0,0,0
ENSAMXG00000020772,17,8,0,42,0,11,0,7,0,0,12
ENSAMXG00000020773,337,152,52,321,158,234,86,61,44,44,73
ENSAMXG00000020774,29,48,54,124,43,44,32,52,42,56,20
ENSAMXG00000020775,171,114,93,283,112,127,80,188,47,126,62
ENSAMXG00000020776,26,25,27,130,36,41,26,16,10,33,37
ENSAMXG00000020777,0,9,0,0,0,0,0,0,0,0,0
ENSAMXG00000020778,0,7,0,6,0,0,0,4,0,0,0
ENSAMXG00000020779,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020780,69,48,41,91,106,117,117,185,156,236,137
ENSAMXG00000020781,15,10,10,45,17,9,0,5,0,0,0
ENSAMXG00000020782,0,0,0,0,0,0,0,0,10,0,0
ENSAMXG00000020783,34,44,13,90,31,62,57,73,63,95,76
ENSAMXG00000020784,1202,840,615,880,811,842,5652,2154,2217,2276,1154
ENSAMXG00000020785,1147,609,664,527,470,1025,903,761,456,846,774
ENSAMXG00000020786,5341,3015,3500,2596,3835,3730,4237,3425,3256,3290,4189
ENSAMXG00000020787,29,7,16,22,17,23,0,0,7,11,7
ENSAMXG00000020788,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020789,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020790,0,7,0,27,11,0,0,0,7,0,10
ENSAMXG00000020791,207,187,145,284,143,219,146,148,99,135,141
ENSAMXG00000020792,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020793,7,0,0,8,5,19,13,16,12,0,26
ENSAMXG00000020794,7,6,10,0,0,14,0,0,0,0,0
ENSAMXG00000020795,833,489,661,777,593,729,489,481,309,472,392
ENSAMXG00000020796,929,744,529,1386,663,595,608,711,345,620,554
ENSAMXG00000020797,7,14,4,17,14,5,0,0,0,0,0
ENSAMXG00000020798,751,2234,1204,1870,607,1725,706,327,275,313,555
ENSAMXG00000020799,35,34,18,83,20,36,36,23,0,11,24
ENSAMXG00000020800,414,407,149,409,196,408,368,310,162,374,437
ENSAMXG00000020801,426,206,225,240,194,269,193,127,89,154,191
ENSAMXG00000020802,54,62,39,17,16,64,42,24,0,16,12
ENSAMXG00000020803,228,131,204,52,92,164,93,43,20,35,173
ENSAMXG00000020804,1013,761,890,1124,760,1449,322,442,266,348,232
ENSAMXG00000020805,766,366,455,699,401,662,445,531,325,559,457
ENSAMXG00000020806,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020807,0,0,0,0,0,0,0,0,0,4,0
ENSAMXG00000020808,81,72,70,206,121,109,121,122,136,161,147
ENSAMXG00000020809,174,98,97,429,92,77,251,242,129,142,216
ENSAMXG00000020810,52,48,31,46,30,45,29,16,19,7,37
ENSAMXG00000020811,21,8,14,25,14,52,0,0,0,0,7
ENSAMXG00000020812,625,418,704,481,586,426,200,403,243,377,291
ENSAMXG00000020813,880,515,312,561,384,609,1448,789,709,1099,1041
ENSAMXG00000020814,327,289,211,253,250,320,338,259,309,477,411
ENSAMXG00000020815,116,30,71,168,18,14,63,97,30,87,53
ENSAMXG00000020816,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020817,228,120,81,201,116,60,147,140,78,171,140
ENSAMXG00000020818,0,0,3,10,0,26,0,0,0,0,0
ENSAMXG00000020819,304,263,158,215,249,253,272,220,166,205,278
ENSAMXG00000020820,0,0,0,0,0,0,2,0,0,0,0
ENSAMXG00000020821,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020822,62,21,36,64,24,25,26,45,21,57,40
ENSAMXG00000020823,5,0,7,61,13,7,14,10,0,0,6
ENSAMXG00000020824,17,32,21,43,19,32,21,16,0,10,6
ENSAMXG00000020825,954,188,248,213,253,259,418,167,151,202,204
ENSAMXG00000020826,114,71,110,62,66,59,93,50,66,120,99
ENSAMXG00000020827,162,176,140,116,130,158,99,66,66,70,67
ENSAMXG00000020828,25,0,0,30,0,38,57,11,0,0,0
ENSAMXG00000020829,2,0,7,10,0,0,0,0,0,0,7
ENSAMXG00000020830,153,45,45,105,59,62,93,47,7,29,30
ENSAMXG00000020831,0,0,0,5,0,0,0,0,0,0,0
ENSAMXG00000020832,1011,447,701,1195,1232,666,564,993,370,426,520
ENSAMXG00000020833,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020834,64,10,21,25,15,7,44,21,12,20,16
ENSAMXG00000020835,0,0,0,3,9,0,9,5,0,10,6
ENSAMXG00000020836,23,0,11,0,0,0,15,4,14,0,0
ENSAMXG00000020837,0,0,0,12,0,0,0,0,0,0,0
ENSAMXG00000020838,549,148,228,164,139,258,264,126,131,256,129
ENSAMXG00000020839,0,0,0,32,0,0,0,0,0,0,0
ENSAMXG00000020840,714,426,395,624,488,510,300,527,188,293,347
ENSAMXG00000020841,0,7,6,7,0,0,0,0,0,0,0
ENSAMXG00000020842,121,55,88,128,89,139,203,76,71,205,119
ENSAMXG00000020843,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020844,1076,787,818,865,1181,1129,1178,1099,803,1114,1331
ENSAMXG00000020845,0,9,0,11,0,0,0,0,0,0,3
ENSAMXG00000020846,901,629,672,650,789,800,866,540,590,746,632
ENSAMXG00000020847,196,147,79,120,93,193,289,126,106,227,113
ENSAMXG00000020848,7,14,0,31,14,7,0,0,0,8,0
ENSAMXG00000020849,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020850,284,177,233,219,228,285,210,210,199,295,217
ENSAMXG00000020851,0,0,0,6,0,4,0,0,0,0,0
ENSAMXG00000020852,857,257,467,708,615,390,838,545,385,947,631
ENSAMXG00000020853,57,57,41,175,76,54,15,57,28,52,49
ENSAMXG00000020854,154,143,84,174,172,147,86,140,87,142,41
ENSAMXG00000020855,250,279,213,320,278,246,225,224,215,253,292
ENSAMXG00000020856,39,51,44,54,30,37,131,55,38,71,92
ENSAMXG00000020857,0,0,0,342,0,0,148,0,0,0,0
ENSAMXG00000020858,134,14,87,119,30,38,130,95,67,79,114
ENSAMXG00000020859,0,0,7,30,0,0,20,19,0,6,0
ENSAMXG00000020860,315,125,121,149,106,135,180,66,52,76,88
ENSAMXG00000020861,0,4,8,32,14,7,0,8,0,0,0
ENSAMXG00000020862,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020863,0,0,11,11,0,9,6,0,6,0,4
ENSAMXG00000020864,47,46,26,72,45,45,77,69,73,112,116
ENSAMXG00000020865,273,73,161,166,150,173,192,184,129,190,155
ENSAMXG00000020866,40480,11156,6326,9763,4226,10735,24709,4511,3284,4011,11153
ENSAMXG00000020867,93,63,12,138,44,40,167,207,86,90,150
ENSAMXG00000020868,402,329,314,337,297,519,371,495,279,369,352
ENSAMXG00000020869,113,36,82,94,56,69,121,136,61,83,64
ENSAMXG00000020870,63,11,26,7,16,0,11,34,16,25,14
ENSAMXG00000020871,11,7,6,13,7,0,0,12,7,17,7
ENSAMXG00000020872,6961,2193,2948,2781,3873,3766,5654,3983,3423,3484,2764
ENSAMXG00000020873,122,88,97,87,52,114,147,56,53,62,90
ENSAMXG00000020874,76,9,0,6,3,0,0,0,0,0,0
ENSAMXG00000020875,339,310,232,489,292,252,175,261,137,220,162
ENSAMXG00000020876,295,259,354,272,566,318,191,291,223,282,245
ENSAMXG00000020877,30,19,15,69,10,9,0,7,0,0,0
ENSAMXG00000020878,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020879,7,36,37,72,21,41,4,15,0,0,11
ENSAMXG00000020880,0,0,0,42,0,0,0,0,0,0,0
ENSAMXG00000020881,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020882,365,232,169,272,239,415,516,256,282,388,325
ENSAMXG00000020883,10,5,7,0,0,4,0,0,0,0,0
ENSAMXG00000020884,33,40,21,37,2,6,35,0,0,0,0
ENSAMXG00000020885,17,10,32,28,22,15,13,0,6,10,11
ENSAMXG00000020886,27,0,0,9,0,0,0,8,0,0,0
ENSAMXG00000020887,17,9,0,19,5,0,0,6,0,0,0
ENSAMXG00000020888,18,11,9,30,14,0,11,7,0,21,7
ENSAMXG00000020889,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020890,2,7,0,3,6,7,9,0,3,3,0
ENSAMXG00000020891,33,19,11,92,0,7,35,23,17,24,31
ENSAMXG00000020892,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020893,298,200,420,488,756,439,283,731,670,671,622
ENSAMXG00000020894,121,63,47,132,53,96,48,102,51,80,45
ENSAMXG00000020895,11,40,26,59,30,35,6,20,6,10,0
ENSAMXG00000020896,287,137,129,204,138,175,276,26,0,327,195
ENSAMXG00000020897,133,159,88,214,113,80,102,82,116,126,98
ENSAMXG00000020898,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020899,46,27,25,18,16,35,34,0,62,46,60
ENSAMXG00000020900,23,40,15,50,18,41,14,32,25,11,30
ENSAMXG00000020901,138,18,42,44,15,15,98,34,13,106,43
ENSAMXG00000020902,452,258,231,417,234,184,175,189,140,126,211
ENSAMXG00000020903,0,0,3,0,0,0,0,0,0,0,0
ENSAMXG00000020904,18,15,9,12,6,54,37,0,16,45,17
ENSAMXG00000020905,0,0,22,0,7,0,0,4,0,0,0
ENSAMXG00000020906,360,133,264,212,111,202,208,19,17,43,182
ENSAMXG00000020907,280,223,274,330,303,361,258,273,209,240,287
ENSAMXG00000020908,96,35,39,104,19,17,70,26,19,39,49
ENSAMXG00000020909,0,36,0,0,14,0,0,28,0,0,0
ENSAMXG00000020910,30,13,22,37,18,40,45,30,12,20,44
ENSAMXG00000020911,77,74,24,120,84,116,218,174,145,290,216
ENSAMXG00000020912,71,118,98,113,83,122,22,15,36,18,35
ENSAMXG00000020913,801,62,468,101,129,127,164,90,60,61,86
ENSAMXG00000020914,21,17,25,32,18,22,0,0,0,0,3
ENSAMXG00000020915,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020916,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020917,4,54,52,80,20,105,16,36,25,35,53
ENSAMXG00000020918,27,37,47,39,27,47,7,28,0,39,4
ENSAMXG00000020919,8,16,15,23,22,9,6,0,0,3,4
ENSAMXG00000020920,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020921,44,80,64,78,60,94,78,68,95,72,74
ENSAMXG00000020922,0,0,0,39,17,0,18,11,9,11,20
ENSAMXG00000020923,11,0,0,8,0,0,0,0,0,0,0
ENSAMXG00000020924,93,20,63,53,0,7,37,23,10,40,26
ENSAMXG00000020925,52,53,36,89,35,33,52,49,48,65,25
ENSAMXG00000020926,103,81,54,132,96,79,76,63,39,66,70
ENSAMXG00000020927,104,42,22,60,35,81,52,30,30,50,49
ENSAMXG00000020928,386,168,172,336,278,238,547,526,313,483,211
ENSAMXG00000020929,301,267,221,207,245,314,351,193,162,257,210
ENSAMXG00000020930,15,15,0,28,9,13,0,19,0,14,0
ENSAMXG00000020931,82,46,50,73,16,55,26,0,11,6,10
ENSAMXG00000020932,1316,1118,889,1033,1001,1505,1620,1075,1119,1787,1918
ENSAMXG00000020933,34,29,9,14,0,16,26,0,0,19,9
ENSAMXG00000020934,474,292,234,379,158,419,352,233,126,354,285
ENSAMXG00000020935,89,0,7,0,21,0,55,0,0,0,8
ENSAMXG00000020936,304,282,187,274,202,272,174,123,47,67,129
ENSAMXG00000020937,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020938,366,172,102,167,103,153,191,226,107,88,78
ENSAMXG00000020939,539,365,352,349,369,603,603,391,361,790,603
ENSAMXG00000020940,0,0,0,0,0,10,0,0,0,0,0
ENSAMXG00000020941,6,17,18,47,14,19,32,42,0,13,0
ENSAMXG00000020942,752,368,394,640,396,594,529,471,306,373,395
ENSAMXG00000020943,0,0,4,12,11,3,0,0,0,0,7
ENSAMXG00000020944,163,122,105,319,158,224,293,235,139,213,274
ENSAMXG00000020945,350,389,281,613,194,260,162,258,85,160,128
ENSAMXG00000020946,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000020947,11,7,0,6,0,0,0,0,0,0,0
ENSAMXG00000020948,0,5,0,5,17,0,8,0,0,0,0
ENSAMXG00000020949,714,522,433,1656,219,544,1345,866,162,1154,142
ENSAMXG00000020950,231,174,201,202,173,277,136,312,166,214,194
ENSAMXG00000020951,86,99,119,133,111,164,79,126,79,87,102
ENSAMXG00000020952,0,7,0,0,0,7,0,0,0,0,1
ENSAMXG00000020953,17,0,0,13,10,0,0,0,6,0,0
ENSAMXG00000020954,119,112,90,188,87,132,101,135,88,123,114
ENSAMXG00000020955,702,675,907,1066,663,1104,418,660,443,555,417
ENSAMXG00000020956,0,14,12,46,4,14,13,6,0,0,11
