gene_id,CHOY-16-01,CHOY-16-04,CHOY-16-05,CHOY-16-08,CHOY-16-11,CHOY-16-12,CHOY-16-R-01,CHOY-16-R-03,CHOY-16-R-04,CHOY-16-R-05,CHOY-16-R-2
ENSAMXG00000007618,561,234,325,323,205,320,450,280,162,272,311
ENSAMXG00000007619,27,43,18,57,25,25,33,0,7,20,14
ENSAMXG00000007620,204,257,191,381,172,116,227,164,97,119,169
ENSAMXG00000007621,116,87,131,177,70,105,93,110,97,68,61
ENSAMXG00000007622,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007623,0,0,0,0,0,17,0,7,0,0,0
ENSAMXG00000007624,93,108,68,63,28,53,53,28,65,69,21
ENSAMXG00000007625,82,91,55,67,51,126,51,78,76,56,73
ENSAMXG00000007626,0,18,0,0,0,0,0,0,0,0,0
ENSAMXG00000007627,13,21,12,20,27,63,27,14,7,17,31
ENSAMXG00000007628,35,41,21,0,13,8,26,0,0,28,7
ENSAMXG00000007629,239,97,213,96,54,72,83,65,73,54,78
ENSAMXG00000007630,37,15,21,52,24,11,20,26,5,13,14
ENSAMXG00000007631,0,0,0,0,0,0,3,0,0,0,0
ENSAMXG00000007632,0,0,3,11,11,0,0,0,0,0,0
ENSAMXG00000007633,268,265,205,487,119,181,229,161,246,98,202
ENSAMXG00000007634,65,76,79,227,104,136,42,106,65,72,115
ENSAMXG00000007635,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007636,20496,14984,18218,13919,20122,22082,17870,21173,17509,13422,17855
ENSAMXG00000007637,0,5,4,0,0,8,0,0,4,0,0
ENSAMXG00000007638,50,53,31,33,21,55,51,66,21,38,28
ENSAMXG00000007639,0,73,0,78,0,0,0,78,0,0,61
ENSAMXG00000007640,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007641,0,0,3,8,0,7,0,0,0,0,0
ENSAMXG00000007642,173,135,177,417,97,145,255,156,105,186,140
ENSAMXG00000007643,39,42,14,41,27,24,24,12,9,26,25
ENSAMXG00000007644,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007645,94,116,146,171,82,220,234,43,65,57,195
ENSAMXG00000007646,116,74,42,105,46,74,83,33,21,39,17
ENSAMXG00000007647,55,28,27,37,22,80,63,33,28,30,43
ENSAMXG00000007648,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007649,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007650,89,62,34,61,31,53,26,39,16,32,44
ENSAMXG00000007651,101,52,47,98,43,22,5,12,5,7,12
ENSAMXG00000007652,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007653,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007654,0,7,13,11,12,12,0,3,0,0,0
ENSAMXG00000007655,39,23,15,37,7,0,183,28,13,84,99
ENSAMXG00000007656,722,304,335,455,269,357,644,430,274,461,339
ENSAMXG00000007657,0,0,0,0,0,3,0,0,0,0,0
ENSAMXG00000007658,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007659,78,35,40,36,28,35,42,39,31,16,43
ENSAMXG00000007660,14,0,0,25,21,0,19,0,0,11,5
ENSAMXG00000007661,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007662,105,69,90,118,52,93,56,58,30,40,25
ENSAMXG00000007663,15,0,4,12,0,6,6,11,0,7,0
ENSAMXG00000007664,26,4,11,74,4,13,19,0,0,7,10
ENSAMXG00000007665,1251,634,374,411,402,969,1622,371,529,1207,998
ENSAMXG00000007666,27,9,4,4,21,0,0,0,0,0,0
ENSAMXG00000007667,346,203,189,298,187,234,245,163,104,170,126
ENSAMXG00000007668,104,44,29,103,54,58,107,77,39,111,69
ENSAMXG00000007669,1272,947,769,828,598,868,1238,358,144,255,531
ENSAMXG00000007670,704,636,525,602,409,242,422,402,316,541,274
ENSAMXG00000007671,484,195,202,401,154,203,310,376,177,287,189
ENSAMXG00000007672,0,0,0,0,0,0,0,0,0,0,3
ENSAMXG00000007673,169,79,163,79,127,155,226,260,127,418,123
ENSAMXG00000007674,187,163,124,178,152,134,90,131,83,86,147
ENSAMXG00000007675,27,26,0,13,8,53,10,5,0,19,10
ENSAMXG00000007676,0,0,0,7,0,0,4,0,0,0,0
ENSAMXG00000007677,10006,15534,9766,7957,10717,28034,10740,12204,8240,20905,11435
ENSAMXG00000007678,148,133,99,367,119,147,207,209,74,118,140
ENSAMXG00000007679,0,0,0,6,0,0,0,0,0,0,0
ENSAMXG00000007680,41,0,9,53,17,7,33,20,17,14,18
ENSAMXG00000007681,0,24,73,39,82,40,17,62,72,56,33
ENSAMXG00000007682,54,49,27,21,33,45,21,31,53,14,22
ENSAMXG00000007683,12,21,24,84,10,7,47,19,7,44,32
ENSAMXG00000007684,78,41,39,43,32,34,27,49,49,55,69
ENSAMXG00000007685,1016,621,674,863,682,692,984,805,553,832,707
ENSAMXG00000007686,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007687,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007688,20,21,11,38,35,0,17,17,16,14,44
ENSAMXG00000007689,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007690,58,57,0,26,32,40,37,23,0,13,7
ENSAMXG00000007691,183,130,119,240,103,111,168,180,118,182,179
ENSAMXG00000007692,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007693,10,9,6,14,4,7,0,0,0,0,0
ENSAMXG00000007694,282,173,87,167,119,176,153,176,137,196,112
ENSAMXG00000007695,0,0,0,0,0,0,0,0,7,7,0
ENSAMXG00000007696,0,0,0,0,0,0,0,0,0,0,2
ENSAMXG00000007697,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007698,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007699,0,11,7,9,0,17,11,0,0,7,0
ENSAMXG00000007700,11,0,15,28,12,0,0,0,0,7,0
ENSAMXG00000007701,1091,483,963,352,572,464,366,297,195,236,242
ENSAMXG00000007702,2,2,1,3,2,0,0,0,0,0,0
ENSAMXG00000007703,126,123,95,64,78,120,106,110,57,33,32
ENSAMXG00000007704,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007705,1203,949,1629,1822,1243,1206,840,1366,795,1131,666
ENSAMXG00000007706,30,19,14,50,0,24,7,24,14,10,13
ENSAMXG00000007707,4,0,3,11,0,0,0,0,0,0,0
ENSAMXG00000007708,50,0,46,53,30,0,59,43,17,10,21
ENSAMXG00000007709,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007710,51,31,24,54,28,51,9,7,7,7,0
ENSAMXG00000007711,0,0,10,0,0,0,0,0,0,0,0
ENSAMXG00000007712,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007713,66,34,23,63,35,63,31,16,0,22,13
ENSAMXG00000007714,156,66,129,82,54,59,68,120,72,102,62
ENSAMXG00000007715,9,7,16,18,0,0,0,0,0,0,0
ENSAMXG00000007716,281,152,123,219,137,154,188,194,145,131,142
ENSAMXG00000007717,160,162,172,201,147,205,177,178,127,92,140
ENSAMXG00000007718,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007719,0,0,12,27,7,0,6,10,12,0,0
ENSAMXG00000007720,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007721,634,294,356,486,473,482,677,285,201,301,435
ENSAMXG00000007722,553,227,81,234,114,265,308,243,125,165,113
ENSAMXG00000007723,0,0,0,4,0,0,0,0,0,0,0
ENSAMXG00000007724,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007725,2229,1954,2252,1850,2236,2635,2417,3122,2580,1921,2491
ENSAMXG00000007726,0,7,0,0,0,12,0,0,0,0,0
ENSAMXG00000007727,110,80,53,145,46,47,5,17,6,0,7
ENSAMXG00000007728,213,243,173,144,244,260,118,181,115,79,77
ENSAMXG00000007729,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007730,30,34,23,29,17,47,36,26,15,29,7
ENSAMXG00000007731,15,430,207,342,261,351,218,357,126,123,280
ENSAMXG00000007732,15,0,0,10,0,9,26,12,13,7,15
ENSAMXG00000007733,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007734,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007735,877,314,419,442,408,369,436,87,123,136,269
ENSAMXG00000007736,1182,589,1005,1108,940,689,815,768,351,878,654
ENSAMXG00000007737,4482,2345,3247,2278,3292,3089,4405,3276,2919,3915,3782
ENSAMXG00000007738,1765,583,804,787,673,1142,1276,831,518,968,916
ENSAMXG00000007739,17,17,7,67,0,11,7,0,0,0,14
ENSAMXG00000007740,64,24,20,153,37,41,34,78,39,69,64
ENSAMXG00000007741,6,4,5,4,6,10,4,3,2,3,4
ENSAMXG00000007742,128,56,94,31,107,18,89,65,58,24,54
ENSAMXG00000007743,964,78,0,0,84,0,481,0,0,0,0
ENSAMXG00000007744,3435,512,11,104,436,0,2698,0,0,10,8
ENSAMXG00000007745,0,6,0,18,0,0,30,0,0,0,0
ENSAMXG00000007746,30,20,4,6,17,18,12,38,16,9,6
ENSAMXG00000007747,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007748,9,22,11,13,16,15,10,0,10,5,14
ENSAMXG00000007749,89,74,93,160,74,62,83,77,32,87,54
ENSAMXG00000007750,0,3,4,6,0,0,0,0,0,0,0
ENSAMXG00000007751,11,3,0,0,0,4,18,0,0,5,24
ENSAMXG00000007752,748,375,279,643,284,566,428,604,298,358,315
ENSAMXG00000007753,0,0,2,5,0,0,0,0,0,0,0
ENSAMXG00000007754,2142,1296,930,1342,1152,1452,2024,1203,872,1802,1612
ENSAMXG00000007755,287,149,123,236,120,187,206,185,176,170,147
ENSAMXG00000007756,106,82,52,91,70,141,51,57,26,61,51
ENSAMXG00000007757,18,7,7,16,12,17,0,10,0,0,7
ENSAMXG00000007758,131,137,42,104,58,115,140,42,50,135,94
ENSAMXG00000007759,264,129,141,169,154,158,144,186,164,152,85
ENSAMXG00000007760,84,158,60,173,64,142,5,24,0,17,12
ENSAMXG00000007761,100,28,59,56,29,90,103,35,49,85,77
ENSAMXG00000007762,601,265,197,177,251,264,436,195,155,324,283
ENSAMXG00000007763,36,0,10,11,0,0,11,0,0,0,11
ENSAMXG00000007764,225,184,168,270,308,221,214,237,240,296,238
ENSAMXG00000007765,42,44,26,50,24,42,26,23,7,24,7
ENSAMXG00000007766,0,0,0,0,0,8,0,0,0,0,0
ENSAMXG00000007767,9,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007768,193,169,69,99,69,179,187,84,77,162,101
ENSAMXG00000007769,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007770,0,15,5,18,22,34,35,10,12,9,4
ENSAMXG00000007771,312,197,141,256,106,201,124,156,62,70,109
ENSAMXG00000007772,879,496,484,589,463,612,462,419,218,318,334
ENSAMXG00000007773,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007774,694,328,557,586,300,521,358,378,211,189,348
ENSAMXG00000007775,594,289,481,493,468,427,484,291,243,372,377
ENSAMXG00000007776,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007777,280,115,88,193,88,110,163,134,83,100,78
ENSAMXG00000007778,329,168,228,267,112,193,197,145,114,135,193
ENSAMXG00000007779,632,372,406,784,317,447,559,470,276,382,485
ENSAMXG00000007780,501,292,199,316,288,326,747,407,301,587,556
ENSAMXG00000007781,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007782,0,27,11,36,10,8,12,4,0,8,8
ENSAMXG00000007783,3,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007784,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007785,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007786,7,7,0,21,7,4,17,11,21,6,4
ENSAMXG00000007787,17,0,0,0,0,0,6,0,0,0,0
ENSAMXG00000007788,137,132,82,165,111,150,134,146,119,89,162
ENSAMXG00000007789,204,226,250,251,336,269,238,169,122,238,224
ENSAMXG00000007790,187,83,171,126,172,152,235,172,147,143,341
ENSAMXG00000007791,2887,1296,1567,980,989,1709,2337,765,640,1094,1463
ENSAMXG00000007792,28,24,22,60,26,55,52,27,17,32,50
ENSAMXG00000007793,0,0,0,22,0,0,0,0,0,0,3
ENSAMXG00000007794,928,712,709,603,969,1039,1111,1183,892,1341,1081
ENSAMXG00000007795,88,39,28,57,27,55,84,38,34,41,33
ENSAMXG00000007796,32,7,25,14,14,20,29,33,32,23,29
ENSAMXG00000007797,1102,422,466,708,424,563,1360,712,577,713,833
ENSAMXG00000007798,550,353,381,386,358,460,423,510,408,656,453
ENSAMXG00000007799,50,50,19,43,20,24,13,17,10,12,17
ENSAMXG00000007800,4,0,8,0,0,0,0,0,0,0,0
ENSAMXG00000007801,7,11,0,10,0,0,0,4,0,0,7
ENSAMXG00000007802,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007803,563,169,238,419,171,178,485,194,150,271,320
ENSAMXG00000007804,11,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007805,0,0,7,13,0,0,7,0,0,0,0
ENSAMXG00000007806,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007807,44,35,81,45,0,79,35,36,7,33,33
ENSAMXG00000007808,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007809,34,26,35,22,23,36,68,13,19,44,46
ENSAMXG00000007810,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007811,331,290,178,355,236,354,254,185,171,221,231
ENSAMXG00000007812,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007813,176,68,36,307,40,16,157,63,45,17,55
ENSAMXG00000007814,0,0,0,7,0,11,31,0,7,57,26
ENSAMXG00000007815,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007816,537,551,309,500,401,500,294,310,253,388,290
ENSAMXG00000007817,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007818,0,0,0,0,0,9,0,0,0,11,0
ENSAMXG00000007819,0,11,0,24,0,0,0,0,0,0,0
ENSAMXG00000007820,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007821,130,116,29,132,56,68,21,28,24,46,31
ENSAMXG00000007822,43,44,19,14,55,37,25,37,33,12,18
ENSAMXG00000007823,0,0,0,0,7,10,0,0,0,7,0
ENSAMXG00000007824,0,0,0,12,7,0,11,0,0,7,9
ENSAMXG00000007825,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007826,1085,283,252,353,153,491,750,269,373,623,628
ENSAMXG00000007827,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007828,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007829,33,19,16,10,35,28,17,17,17,5,35
ENSAMXG00000007830,51,161,38,417,14,32,77,58,57,0,0
ENSAMXG00000007831,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007832,44,0,0,26,5,0,43,0,0,7,0
ENSAMXG00000007833,0,0,0,15,0,0,0,0,0,14,6
ENSAMXG00000007834,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007835,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007836,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007837,8981,7176,11167,5779,11092,11993,7522,8133,7554,5234,7653
ENSAMXG00000007838,0,0,4,0,0,0,0,0,0,7,0
ENSAMXG00000007839,508,183,245,309,232,337,180,245,94,149,177
ENSAMXG00000007840,181,90,119,87,142,180,111,176,99,160,273
ENSAMXG00000007841,143,106,104,137,105,101,48,45,47,70,64
ENSAMXG00000007842,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007843,183,48,80,229,220,59,295,330,119,228,194
ENSAMXG00000007844,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007845,0,0,5,26,0,0,14,0,0,0,9
ENSAMXG00000007846,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007847,227,191,125,272,169,153,87,80,23,49,67
ENSAMXG00000007848,143,87,84,56,66,88,91,44,21,49,39
ENSAMXG00000007849,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007850,144,4,0,12,10,34,0,0,0,0,0
ENSAMXG00000007851,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007852,25,13,0,41,6,10,0,0,0,0,3
ENSAMXG00000007853,0,0,0,27,0,0,0,7,0,5,0
ENSAMXG00000007854,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007855,0,0,0,14,0,0,0,0,0,0,0
ENSAMXG00000007856,36,57,49,120,29,26,85,67,29,27,59
ENSAMXG00000007857,110,96,85,191,68,147,45,44,47,44,59
ENSAMXG00000007858,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007859,24,44,18,82,34,28,38,19,0,17,24
ENSAMXG00000007860,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007861,0,8,0,0,0,0,0,0,0,0,0
ENSAMXG00000007862,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007863,41,70,29,171,49,22,20,25,0,0,0
ENSAMXG00000007864,14,20,0,7,0,0,0,0,0,0,0
ENSAMXG00000007865,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007866,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007867,137,123,1844,111,66,1172,76,945,441,89,28
ENSAMXG00000007868,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007869,0,11,0,19,0,0,0,0,0,13,5
ENSAMXG00000007870,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007871,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007872,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007873,36,34,52,142,37,47,39,24,24,30,24
ENSAMXG00000007874,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007875,125,76,57,123,69,87,60,30,37,19,54
ENSAMXG00000007876,159,197,113,230,252,191,377,300,186,369,360
ENSAMXG00000007877,8,0,4,0,0,7,0,0,0,0,0
ENSAMXG00000007878,15,19,22,66,41,71,88,53,28,75,22
ENSAMXG00000007879,117,48,0,0,105,201,0,147,0,36,108
ENSAMXG00000007880,11,0,0,0,23,0,0,8,16,17,0
ENSAMXG00000007881,7,10,0,7,19,10,9,12,11,26,11
ENSAMXG00000007882,36,48,46,46,15,34,47,56,19,10,40
ENSAMXG00000007883,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007884,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007885,29,22,19,36,28,24,0,6,7,20,0
ENSAMXG00000007886,17,0,9,0,15,0,9,9,0,0,11
ENSAMXG00000007887,1982,539,743,1065,621,944,684,528,327,602,531
ENSAMXG00000007888,17,12,0,14,12,12,36,8,0,44,26
ENSAMXG00000007889,2540,2420,1761,1608,3107,3378,1897,2235,2585,1785,2037
ENSAMXG00000007890,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007891,66,59,19,92,47,19,108,26,16,30,83
ENSAMXG00000007892,0,0,0,0,0,0,0,9,0,0,0
ENSAMXG00000007893,11,0,0,0,0,0,3,0,0,0,0
ENSAMXG00000007894,26,32,18,38,23,30,27,37,15,34,43
ENSAMXG00000007895,0,0,0,3,0,0,0,0,0,0,0
ENSAMXG00000007896,25,38,17,12,32,52,29,26,30,45,28
ENSAMXG00000007897,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007898,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007899,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007900,66,42,54,75,43,83,10,20,11,21,13
ENSAMXG00000007901,3215,2345,2470,2887,2239,3031,3020,3204,2116,2528,2408
ENSAMXG00000007902,122,125,119,169,58,160,92,89,49,114,42
ENSAMXG00000007903,21,16,11,22,5,22,14,10,0,14,17
ENSAMXG00000007904,157,294,111,119,100,235,57,80,44,62,76
ENSAMXG00000007905,324,136,191,221,181,254,230,177,200,196,185
ENSAMXG00000007906,24,13,0,0,10,14,12,5,0,6,10
ENSAMXG00000007907,110,37,40,37,32,70,98,63,26,59,82
ENSAMXG00000007908,0,11,0,4,0,0,0,0,0,0,0
ENSAMXG00000007909,316,375,714,559,992,686,509,661,556,321,698
ENSAMXG00000007910,20,0,21,36,12,30,21,20,29,46,24
ENSAMXG00000007911,0,0,0,0,5,0,0,6,0,5,0
ENSAMXG00000007912,1205,480,399,426,522,789,1793,544,522,1129,1183
ENSAMXG00000007913,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007914,28,40,47,6,6,29,26,10,0,9,16
ENSAMXG00000007915,0,0,0,3,0,0,0,0,0,0,0
ENSAMXG00000007916,17,5,0,64,18,20,0,21,8,18,11
ENSAMXG00000007917,4772,2730,2166,2053,1906,2720,4577,2136,1720,3124,2909
ENSAMXG00000007918,45,11,38,18,32,16,43,64,29,24,26
ENSAMXG00000007919,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007920,292,271,241,392,221,357,404,302,257,411,285
ENSAMXG00000007921,146,130,133,171,179,253,241,342,292,540,309
ENSAMXG00000007922,412,216,280,110,287,155,165,210,0,215,269
ENSAMXG00000007923,0,0,0,7,0,11,0,0,0,0,0
ENSAMXG00000007924,12,0,0,46,21,6,4,0,13,13,6
ENSAMXG00000007925,50,26,38,55,32,76,75,40,0,63,50
ENSAMXG00000007926,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007927,40,31,24,81,30,45,81,105,47,54,88
ENSAMXG00000007928,0,0,0,11,0,0,0,0,0,0,0
ENSAMXG00000007929,0,16,0,87,0,53,216,119,65,138,153
ENSAMXG00000007930,0,6,0,0,0,0,0,0,0,0,0
ENSAMXG00000007931,458,247,143,187,123,116,191,105,75,176,147
ENSAMXG00000007932,84,33,41,227,21,37,108,40,9,36,53
ENSAMXG00000007933,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007934,105,52,40,43,45,86,64,12,6,20,40
ENSAMXG00000007935,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007936,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007937,12,0,9,16,4,12,0,0,0,0,0
ENSAMXG00000007938,328,164,245,193,198,225,182,171,152,206,362
ENSAMXG00000007939,250,127,92,189,157,124,180,100,65,158,129
ENSAMXG00000007940,43,100,42,171,59,69,44,91,42,29,76
ENSAMXG00000007941,17,10,15,15,13,16,16,7,0,0,11
ENSAMXG00000007942,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007943,26,40,17,121,21,14,24,40,11,37,45
ENSAMXG00000007944,0,28,21,73,10,31,11,0,7,0,0
ENSAMXG00000007945,710,730,330,452,262,307,367,271,651,363,428
ENSAMXG00000007946,6,7,4,23,13,9,5,10,5,5,7
ENSAMXG00000007947,14,19,29,20,20,14,50,27,44,54,70
ENSAMXG00000007948,1315,925,912,1465,860,1189,1424,1052,692,905,946
ENSAMXG00000007949,54,7,21,96,0,11,26,17,0,11,15
ENSAMXG00000007950,70618,36919,52222,41839,59829,56836,54507,41717,40218,38097,38724
ENSAMXG00000007951,389,287,265,232,224,217,254,152,137,143,127
ENSAMXG00000007952,736,451,512,604,520,496,432,550,334,380,341
ENSAMXG00000007953,189,125,179,238,121,195,161,266,95,173,115
ENSAMXG00000007954,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007955,99877,56290,102049,76941,86932,83064,65134,50053,61773,55750,72499
ENSAMXG00000007956,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007957,17,30,20,0,11,0,11,17,0,0,6
ENSAMXG00000007958,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007959,525,426,137,454,231,436,1056,334,286,854,580
ENSAMXG00000007960,190,111,143,116,172,156,162,146,133,143,163
ENSAMXG00000007961,12,30,19,32,6,17,37,6,21,29,25
ENSAMXG00000007962,0,5,0,0,0,0,0,0,0,7,0
ENSAMXG00000007963,0,0,0,4,0,0,0,0,5,3,0
ENSAMXG00000007964,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007965,0,54,0,0,0,90,21,5,0,0,0
ENSAMXG00000007966,464,278,462,322,520,269,133,446,445,277,363
ENSAMXG00000007967,127,126,114,224,157,223,204,216,189,321,268
ENSAMXG00000007968,43,16,15,45,22,50,100,43,45,104,113
ENSAMXG00000007969,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007970,18,7,14,7,9,22,27,22,0,18,12
ENSAMXG00000007971,282,489,173,179,100,342,170,12,62,183,121
ENSAMXG00000007972,21,9,6,24,7,17,9,0,0,12,10
ENSAMXG00000007973,11,27,24,37,11,26,20,13,27,39,26
ENSAMXG00000007974,30,47,26,55,23,24,17,39,5,10,22
ENSAMXG00000007975,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007976,160,287,82,400,50,159,187,85,34,116,55
ENSAMXG00000007977,181,152,85,328,82,197,150,182,118,147,198
ENSAMXG00000007978,25,34,19,28,22,40,12,4,7,0,5
ENSAMXG00000007979,0,6,0,11,0,14,17,0,11,26,0
ENSAMXG00000007980,11,10,0,20,0,6,0,0,0,0,0
ENSAMXG00000007981,2140,1841,2074,1700,1751,1809,2138,2058,2265,2414,2583
ENSAMXG00000007982,298,252,197,258,262,165,423,157,102,157,304
ENSAMXG00000007983,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000007984,260,157,142,246,127,93,124,204,146,158,129
ENSAMXG00000007985,1827,1238,860,1612,2022,734,1303,3517,1481,2560,1229
ENSAMXG00000007986,0,0,0,8,0,0,0,0,0,0,0
ENSAMXG00000007987,403,159,101,217,151,148,269,237,160,193,179
ENSAMXG00000007988,3,7,6,0,0,27,32,0,2,27,19
ENSAMXG00000007989,13,0,7,21,0,7,10,0,0,0,0
ENSAMXG00000007990,0,0,8,6,11,0,10,0,0,0,13
ENSAMXG00000007991,64,69,46,93,20,93,48,7,26,55,31
ENSAMXG00000007992,442,338,405,676,530,641,237,342,188,195,337
ENSAMXG00000007993,191,48,87,43,98,80,138,52,11,69,43
ENSAMXG00000007994,66,56,41,70,25,46,45,13,12,29,26
ENSAMXG00000007995,4,0,2,24,0,16,0,0,0,0,0
ENSAMXG00000007996,75,38,39,276,89,34,225,182,113,119,311
ENSAMXG00000007997,33,30,14,31,30,6,9,18,7,17,33
ENSAMXG00000007998,226,116,152,153,149,109,203,228,108,249,155
ENSAMXG00000007999,535,283,244,415,197,237,321,292,179,128,168
ENSAMXG00000008000,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000008001,105,106,296,414,76,100,115,54,0,0,0
ENSAMXG00000008002,97,95,53,168,92,78,101,54,91,59,53
ENSAMXG00000008003,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000008004,214,198,193,271,119,186,244,241,136,185,274
ENSAMXG00000008005,0,7,0,13,0,0,0,5,0,0,0
ENSAMXG00000008006,25,51,61,88,41,78,26,44,36,71,32
ENSAMXG00000008007,90,100,134,167,76,71,146,112,97,101,95
ENSAMXG00000008008,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000008009,234,139,181,231,138,273,143,127,61,55,102
ENSAMXG00000008010,8,28,7,66,25,20,14,14,0,0,13
ENSAMXG00000008011,17,60,25,140,12,32,37,26,18,38,18
ENSAMXG00000008012,0,0,0,0,0,0,0,0,0,9,6
ENSAMXG00000008013,176,100,74,225,71,165,256,169,129,371,169
ENSAMXG00000008014,32,0,10,0,0,11,0,0,0,13,0
ENSAMXG00000008015,141,88,137,165,156,140,82,156,113,104,103
ENSAMXG00000008016,20,14,17,30,25,39,5,24,0,10,12
ENSAMXG00000008017,1038,935,833,1072,821,889,992,872,735,983,794
ENSAMXG00000008018,0,0,0,5,0,0,0,0,0,0,0
ENSAMXG00000008019,52,36,9,55,9,14,0,0,9,0,10
